,DGAT1i+2i,DGAT1i+2i,DGAT1i+2i,DGAT1i,DGAT1i,DGAT1i,DGAT2i,DGAT2i,DGAT2i,OA,OA,OA
Metabolite.name,1i_2i_01,1i_2i_02,1i_2i_03,1i_01,1i_02,1i_03,2i_01,2i_02,2i_03,OA_01,OA_02,OA_03
LPC 36:7,45602868,45667116,35580576,51859332,59710532,69477328,46285548,46600576,44618064,34686392,40235040,46067748
LPC 36:7-SN1,71021224,84901632,83012264,75804176,97441896,102239728,84320984,88823448,75161400,84736488,102260120,82621520
LPC 36:8,90543016,70210384,69011576,88946288,90560520,89581992,67423744,72555104,69943400,65674240,64000812,61522752
LPC 36:9,20731230,21985084,16745993,22059708,24341014,13068099,19860434,22704026,22116836,19765566,19983244,23743608
LPC 38:1,20850334,31360750,25400626,20074878,25026298,29384158,22261104,23352792,21306732,18014922,20118728,20113328
LPC 38:1-SN1,326200160,406322336,345746464,267046624,292557632,318553728,245995744,255528768,241118624,247850480,273559552,239903504
LPC 38:10,21831456,15710904,12867575,24360540,28833234,22854244,29320548,24543700,21956762,21183212,27937236,20246238
LPC 38:2,218552480,240627120,204026768,139490928,158106720,232789760,163808272,159927984,130215472,109772192,128356464,156966160
LPC 38:2-SN1,138698016,185090640,157715664,111729640,128425904,145521568,123330208,130470448,112556408,120412224,127576952,123198480
LPC 38:4,1475665664,1749370240,1496861952,1812055808,1948373120,2441176320,1601100416,1766283904,1610240768,1517658880,1738612608,1633476480
LPC 38:4-SN1,245799888,250431104,231160352,200758512,235505952,260488304,240059920,258617712,248367680,217488560,242115232,227625904
LPC 38:5,765892928,794025344,686258304,667276480,814558336,836282240,803495552,758209536,654834496,693990720,750860544,703610048
LPC 38:5-SN1,4828477952,5358063616,4671387648,4404231680,5300512256,5653945344,4795614208,5236044800,4638132736,4674106368,5113795072,5060709376
LPC 38:6,91701616,105201040,97448992,89132024,97379904,106134544,97860848,103604056,95723648,95391224,97991384,94637608
LPC 38:6-SN1,3672962560,4475075584,4368881152,3358525440,4188264960,4449751552,3929334016,4487609856,4037096960,3917105920,4379984384,4114202112
LPC 38:7,50387716,52483444,48522184,56897992,62717184,69139648,65509660,69734896,59906252,62585896,67128768,64803148
LPC 38:7-SN1,1566720256,1570149248,1520443520,1561139456,1755143040,2045988096,1863132544,1938128512,1754918784,1716371712,1906839808,1734166272
LPC 38:8,7911156,2237600,659826,7291375,10010531,10575123,735734,1158679,1154084,965932,1002518,2032885
LPC 38:9,5225305,5116786,3780381,4970388,5519228,1865979,3798309,5034634,5152494,3832157,4158014,5557721
LPC 40:1,213965920,254748032,227766384,191382208,217007536,220659936,275128960,261353200,277344352,270981056,300731136,266705872
LPC 40:11,8444401,3989924,4300206,6979286,9998996,7810022,6079218,5353188,5397232,4016535,4473310,937159
LPC 40:2,78645096,112203336,124570120,60591500,62468272,64445032,113399512,92845912,94615456,154292464,134693104,123356984
LPC 40:3,148983056,173797984,141115488,164469008,202608720,219051824,181877504,194302464,169064640,173045920,201322160,194873104
LPC 40:3-SN1,27359592,55290564,111225080,16384650,25019602,27243158,21989240,37952188,55295388,71122288,98271952,83125896
LPC 40:4,6349826,10525365,8773325,7779664,9046333,13086744,8342033,12982844,9462092,8612484,11516679,12761782
LPC 40:5,5629840,10434594,8813033,8279883,9518433,10962302,8913828,7754414,6998356,7649022,8700767,7762066
LPC 40:5-SN1,268315792,288254336,246029536,255543376,313759488,357352544,256622704,282217088,253968768,232787008,261169904,271091904
LPC 40:6,38173156,33517304,34048560,39433240,42062836,46607168,25315522,32642008,24040302,27251084,18683948,22058100
LPC 40:6-SN1,1584626176,1714918144,1480823680,1458823296,1679765888,1949628288,1311120768,1472380032,1258298880,1144581504,1277025152,1241389568
LPC 40:7,38384340,26585976,27191718,48875516,47421640,43751304,32590170,28742894,28245206,29003056,35972296,22033232
LPC 40:9-SN1,25108484,55973772,56478972,10194706,8563016,6160720,59693916,41298184,40559112,78752400,65168260,65784592
LPC 42:2,77345848,90506664,74479456,68143536,82414760,91717576,74772816,81486288,80327072,69797648,83198552,72373800
LPC 42:4,10904245,15644180,13779318,8849813,12933110,11554701,15601005,16560302,14387785,15395692,15567590,15376258
LPC 42:5,5567072,6438606,6114212,5502450,6082132,8867325,4906842,7825526,5372246,4777590,7044342,7356336
LPC 42:5-SN1,176552496,209878176,176653680,177597120,213337808,240259904,212639872,211652272,196931504,197381952,230328640,204950736
LPC 42:6,6168564,8867160,7564518,7121938,7735628,8675571,8253792,7008844,9666797,8337922,9177941,8105102
LPC 42:7,4988118,3954700,4160501,3874890,6014553,5506655,4542900,5923388,4287528,2750206,3390828,5435052
LPC 42:7-SN1,109022512,189829248,195345264,106542888,126663928,143763920,145834896,140652816,127209544,276918208,184293200,131213424
LPC 42:8-SN1,84529568,113922176,109333864,63211164,64484488,87661288,63132896,64346280,53415872,70981320,76776768,67513856
LPC 44:1-SN1,1121469952,1812809600,2013715456,762806656,697868864,452725376,1464317696,1416383744,1447931136,1815533952,1824855424,1778595968
LPC 44:10-SN1,3814826,34003964,40233848,3054672,762976,1051878,26931022,26431464,8454679,10497857,24433586,44073572
LPC 44:2,10290332,35794660,35355420,8097057,6383636,5246390,30367674,44949148,22014704,41057136,48174852,36210188
LPC 44:3,6225717,18689446,34211936,4451182,5610246,7252156,6344986,14636216,22651280,30326742,39231820,35394032
LPC 44:3-SN1,476799840,96185656,6242533,623179072,766404416,788413952,209248160,444490944,298696416,128694136,130378896,63570948
LPC 44:4-SN1,322223008,546090112,516870592,234715408,246873888,277069920,388236640,394701728,383845024,404751072,474668576,440642880
LPC 44:5,12828080,43319596,88477080,20055100,3238778,5194623,14127164,79241376,27257460,45058576,85294632,86329248
LPC 44:6,49170376,36528592,47728016,34689100,56039052,36849480,3559691,40085668,12976605,24525040,45215536,25540602
LPC 44:6-SN1,96143216,113782992,101892912,100098120,119574416,132012976,121059904,126383672,116318776,118788568,133592608,125037392
LPC 44:9-SN1,43671012,127377472,105972432,24923280,21633614,14802736,72507168,63531772,79405576,160882432,65607028,99837176
LPE 18:0,2061620,9330416,2655134,2138690,2522216,3339774,4231922,3694206,3483144,4502504,4176017,4333441
LPE 20:0,3202167,15664219,4713714,2893138,3895247,5273058,5797767,5810263,6325358,3785946,5762524,5212941
LPE 20:1,579572,499065,512926,85668,263494,320636,922045,586496,930721,482454,961754,574122
LPE 20:4,13015872,25100714,19497232,11758259,15447028,13713172,23781712,18542108,18169498,37493144,21838350,28702154
LPE 22:4,238386,746749,397342,152404,139657,442734,350190,404860,165769,275488,289781,298233
LPE 22:5,5205965,12699021,9929142,3627639,3277836,4673224,7471770,10091928,8092970,6714302,7196554,7230161
LPE 28:1,4146237,6940475,4357067,4559106,4389422,5782288,4631362,3452212,4016356,4394558,5713482,7373966
LPE 30:0,701373,462511,221446,941107,605793,1301857,507363,277667,570597,289462,259975,698617
LPE 30:1,17825568,26443018,21767302,16169626,17192148,21983508,16356975,16235073,15427956,22421540,18492182,20190074
LPE 30:2,10560657,11852910,10288224,9829776,8428918,12676544,7106658,3884064,6500500,4600860,5814077,6765234
LPE 32:0,3801950,6162215,4893256,5244812,5603582,7163980,4991534,4114203,4881008,4387692,4737303,4687350
LPE 32:1,259932528,340659936,276602016,216514816,240075248,305528576,237293056,212604512,201682080,223960608,245913072,224883840
LPE 32:2,99167664,151390752,132113824,114625648,126433744,155503696,176669824,147461136,159912640,160402080,178794736,161632176
LPE 32:5,13709437,17679990,16374990,9083947,8749672,12558181,9163934,6268982,9206236,9908261,10575091,10082716
LPE 34:0,276787968,299913472,278808160,253563552,301139968,334346240,282580928,278982880,255540448,239680096,302173664,252858704
LPE 34:1,477090752,553745088,503794592,475308032,534087744,591851200,519468928,556687680,499573696,507657664,551998144,505811776
LPE 34:2,1565456128,2185799424,1755139072,1630441216,1840021504,2218972416,1956531840,1863780992,1879369472,2045813376,2163809280,2216497664
LPE 34:3,42151680,83398840,64039476,37040104,68245944,59629836,42500932,51921184,50080572,67650064,62510692,76612536
LPE 34:4,48862552,47409120,39577028,40165440,43726596,49974368,35640776,33591336,34362144,28252504,27957316,31174286
LPE 34:5,30290758,45534140,40050872,30802900,37377000,39325224,34953516,31440080,28748870,36254968,35836068,37418100
LPE 34:6,1672633,1023579,1406672,1490347,1465089,1910280,1291530,1364211,1047545,1120176,1434480,1655548
LPE 34:7,6085244,9687193,8411091,8764080,7716603,10391087,5265780,3667837,3664139,5785151,5454464,5410452
LPE 36:0,27408516,31109808,31583084,26628078,28142270,33771440,31919242,29402978,29858370,29617852,30529060,30803152
LPE 36:1,1028019456,526052352,915386112,945156352,926683584,1061787456,883894848,972011520,854239232,873224192,957759360,845863872
LPE 36:2,452583840,664225472,517072608,469867104,540358400,657558976,505544640,484536544,511838816,521215104,574990336,582371840
LPE 36:3,237504624,517765568,420077632,574827584,650624128,905485120,544365376,336712352,357599072,249168032,559393472,314001184
LPE 36:4,85711744,133789280,105493544,101416440,96766432,127224600,113010760,122865064,119740192,117957688,132317792,117871264
LPE 36:5,3494816256,4804850176,4083348224,3255522304,3747647744,4094259200,4154198528,4070430720,3764537856,4269342208,4708912640,4227982592
LPE 36:6,935729600,1249240704,1165230976,786966016,888219136,973788672,1199626880,1256998016,997790016,1283947392,1321319552,1361367808
LPE 36:7,22419902,30057822,24110370,25479640,28163566,29759734,27233350,26233530,21940028,27267778,29662844,28219458
LPE 38:0,5121854,11430962,12944584,3193924,2236474,2426512,4498807,8662465,11082744,18750614,15591358,16982474
LPE 38:1,192998448,201462848,158097056,142260384,200467712,217930464,121893296,90861640,119322048,115152168,118496816,149225136
LPE 38:2,457495872,533868960,442179584,363489216,437728448,524411296,404269760,430841248,396082976,370411648,415337376,407308864
LPE 38:4,52655136,65331080,53110260,50519232,67762208,77611184,75830848,82320296,70761608,73246776,89078344,89683568
LPE 38:5,1489946752,1996188160,1671236352,1494073856,1724705664,1918528256,1837870592,1868733440,1801283584,1940158976,2154557696,2117598592
LPE 38:6,4507271680,6067358720,5119277056,4177728512,4839164928,5397490688,5501044224,5469899776,5002205696,5522515968,6219538432,5685502976
LPE 38:7,2158631680,2824893184,2632378368,2527993344,2766239488,3254555904,2874659584,2656053760,2592788224,2919571712,3280616448,2934391040
LPE 38:8,22330674,20222136,20672830,20086164,25064584,26456720,22089516,19063108,17741060,23822902,18181862,21260644
LPE 40:1,8175578,14998084,12555631,8302880,11495866,11035220,9386780,7141462,7152845,8079624,8104623,8151887
LPE 40:10,212464896,146746432,173746288,227413904,251333904,180245600,205196944,166902528,157626112,171576688,184449744,134462704
LPE 40:11,0,4971,328555,31692,0,0,169702,1324884,87802,91706,705730,124648
LPE 40:2,2679311,2858256,2476257,2613010,3760902,3904839,2187664,2109546,2273891,2057479,2281428,2585278
LPE 40:3,2177520,3132221,3129267,1508357,2108314,2818006,1332514,2415470,3885786,3379154,4759834,4674152
LPE 40:4,149507856,161774800,138884944,145942800,157981136,169826464,179052592,189884096,164360848,169186336,189944512,170202800
LPE 40:5,283519584,325357568,276750304,273935744,355665184,357749792,362142688,415232992,345558464,319090016,403067360,345529280
LPE 40:6,764225728,1026202560,940615488,863685888,998799616,1124267776,1041293632,1096175360,1047897216,1092636800,1218839552,1157047680
LPE 40:7,1361752704,1776672000,1582241408,1450936704,1688839168,1922240000,1978070912,2022097664,1782166784,1998773760,2230982400,2009842944
LPE 40:8,1851267584,2475204864,2291496192,2428614144,2827495168,3073954048,2852126720,2777959936,2535319552,2971117568,3297222656,3013660160
LPE 40:9,544034176,518481536,497929856,536358176,563643136,562241536,543912320,538913600,534517248,494197728,525981184,511596256
LPE 42:11,206411824,150140064,161459392,254519952,291507200,217401520,219514208,192340928,188866864,195523296,221342528,174237040
LPE 42:2,72429336,28354608,15091740,58867996,59476944,39058164,64709940,94655888,81647896,55866424,47887508,15658520
LPE 42:3,132894928,207719584,256852624,83983736,85034680,48251000,196379584,183500784,178384848,244216032,244689712,208410608
LPE 42:5,26332438,42619376,29378010,24510182,29422334,33191472,26632102,30546622,32374790,33739400,36264492,34517780
LPE 42:6,136661312,155228624,121962104,118651736,133348360,166565360,132904544,149479056,124216408,124508328,157509952,122616632
LPE 42:7,90146024,97866088,84649032,93743064,111034288,117299728,97403272,105832928,95113208,87409056,96135072,98344456
LPE 42:8,25256784,30096814,26496710,30464306,35151288,39413528,28296218,25705730,26314188,26476278,31802778,29856222
LPE 44:11,1591348,2253028,1770038,1345859,652611,1742952,1619475,1174606,807633,2015024,1282730,782330
LPE 44:12,20521284,21956336,20145446,21033768,23251066,19618794,30987974,30033470,25867050,26110972,28166624,33438770
LPE 44:2,2287540,16503049,39474404,12089876,7965986,2861272,37182824,18920622,14573094,31042916,46461896,36428504
LPE 44:4,30178668,32108370,26111924,27316020,31858374,31473760,34323592,33197912,34283484,32970352,33724872,32607842
LPE 44:6,7496253,8845395,5487262,7530294,10128273,6639285,11451210,8835850,9383856,9220188,10253822,11235452
LPE 44:7,11589831,19497732,13675701,13308959,16071552,21374416,15905673,16757458,15031340,15963244,15985427,14915724
LPE 44:8,6117778,3163774,1542461,1981288,1625683,1954431,1388360,1660157,1411777,1811543,1420547,1326268
LPE 44:9,4529072,5563094,3115598,4157662,7745674,8551218,2861812,1669382,4368957,4362760,2133728,2407127
LPG 10:0,3278883,5194053,4756688,2983634,1457843,2923927,4908840,4709400,4691216,4819626,6171409,5309062
LPG 14:1,1958316,1901312,1907683,1842323,1783132,1959822,2015489,1788791,1800680,1717225,1870975,2188097
LPG 16:1,1585818,11083,1484653,1457983,1700540,1650349,1203172,1850237,1720156,1192418,1298744,997765
LPG 18:1,3223337,2835451,4614732,2259370,3883495,3192098,3345240,3822723,3221828,1317382,3566456,3009776
LPG 20:1,5921366,4640948,9927071,7734084,6864850,9990686,7963172,7864488,10152435,5263496,6979362,3311978
LPG 20:4,3184573,3476995,4064112,2628760,3348296,1972001,3558492,2552986,3119551,2539110,4083760,3187445
LPG 22:1,2966125,4598949,2372762,3017014,3185210,3097757,2454716,1935178,2736880,2950314,5022099,2387483
LPG 22:4,68854,406524,634708,20142,26140,0,431913,558814,610229,935188,866975,956491
LPG 22:6,1950767,2962675,3053116,3011487,2620938,3512780,2133719,3630356,1429546,2750844,2914434,3139272
LPG 4:0,740804,253328,169929,155669,472608,53798,1120858,448208,780613,618494,670330,303887
LPG 8:0,3687152,4818826,3784614,3397997,3256492,3059927,4372530,4497290,4659928,5103488,5288070,5797686
LPI 14:0,8123768,10611522,9838910,6667966,6794824,6613686,8982568,12973630,9112488,11223136,11390704,9571992
LPI 22:0,1063815,821057,911805,422206,792022,354857,1929806,1497457,1401168,2106467,3526246,3748778
LPS 18:3,14030224,12171518,13859792,10324719,12281665,13297787,11841008,17594292,12590311,12110425,12582604,13096440
LPS 18:4,402013,235906,462749,419928,328178,326418,383648,344935,386925,142788,235126,212305
LPS 20:3,2120325,3975529,3128753,2352220,2460830,2992274,3242818,3111294,4598236,3212830,2775443,4138482
LPS 20:4,32404704,37312904,37439616,23248356,40642764,32142154,29565378,33492682,36405152,30781150,33628128,37521328
LPS 20:5,1611127,1225731,956463,1036678,1396761,2235252,1276292,2219999,1180073,1343725,1211441,1365094
LPS 26:2,421768,347397,1456197,226935,180488,740218,127597,251597,245941,178833,115159,235713
MG 18:3,8058648064,8989822976,9017025536,7857197568,8469554688,8530318336,9023740928,9121432576,8923457536,9364157440,8900473856,9185333248
MG 18:4,26299290,29838068,26861702,19948960,27015216,28759598,31115728,22476476,23317068,30650402,31020400,29881268
MG 20:3,346214656,746059072,643915328,720429056,789934080,800580288,689075904,692253440,742709504,608480640,540738048,672013760
PA 10:0_26:4,553381,779085,1029119,428208,148148,377906,505787,953976,394568,1202028,747512,868879
PA 12:0_22:5,523739,631810,406194,683102,284821,338733,941945,731785,8280,77115,337517,198514
PA 14:0_26:2,3729034,2984270,1666066,2817840,1821993,312867,3036871,2799353,2333800,2971877,1674055,2294478
PA 14:1_22:6,2943394,5426810,6885726,1451407,659668,1232026,3053988,4886736,6477532,6682946,8527840,8462384
PA 16:1_26:2,18020476,10774813,6292415,14074542,8970000,1351366,14231749,13823504,11327761,12741679,9178117,11542383
PA 16:3_20:5,901699,2226283,3693478,123559,10497,376117,956649,2708728,3562931,3035541,4566442,3958618
PA 18:0_26:4,4978186,9685075,5197060,12362004,8125834,1305176,14999592,14016417,11432316,13114155,7999094,10692951
PA 18:1_26:4,16017900,14559142,15138809,8733074,10318659,9207723,8806628,9139012,8252117,8459857,8349010,9365611
PA 18:3_26:4,12565506,12134000,14527622,12873664,13484927,16471382,13819447,12649894,10033118,8947707,10437589,11052917
PA 2:0_14:1,24853,510794,2286973,0,0,0,202567,633392,635633,722066,483398,0
PA 2:0_16:1,1222878,1554527,1453667,657021,2264768,2532144,1114120,1611243,1322152,1323851,1352978,1069422
PA 2:0_18:0,0,701921,753711,0,0,27138,441054,409163,903274,2677117,1900687,2043783
PA 2:0_18:1,10516919,10841705,12160819,11378138,11375787,11005266,8885159,12761537,10639608,9619118,13222921,11911976
PA 2:0_20:1,3587006,7022218,7220375,3454506,2573908,4809860,4215746,4052636,4837836,7153748,4681222,5401555
PA 2:0_22:1,34591564,32006834,34033568,30797352,31344490,40893212,32855932,35718652,36261528,27454128,37456808,34191212
PA 2:0_22:2,771351,563237,1333067,924634,1804983,1498255,1026013,771908,729362,238735,704434,996021
PA 2:0_22:4,144819120,156411232,200309536,132674848,212861088,225642784,130577744,198506624,155925968,149793008,163739552,165386768
PA 2:0_22:5,4889094,4788236,5155459,3135462,6208970,7518474,4804140,6363162,7954062,4300120,7043516,4746100
PA 2:0_24:1,35883420,39504440,37597984,31973026,26983660,41776832,34103072,36863488,37824548,34603476,36419424,36038936
PA 2:0_24:4,531957,315690,458368,564709,625727,1093670,809080,949403,430379,763236,571787,1145481
PA 2:0_26:1,4091923,4666578,4381362,5003721,8725772,5361606,4762865,5088263,5064751,7183830,8246879,5368889
PA 2:0_26:4,1676836,3506346,1692450,1289526,2682776,2661544,3006486,3619298,2454327,2121594,2369612,2516208
PA 20:1_26:2,1028022,1192273,1076090,707645,532502,1230712,852789,650337,222511,571846,907063,347923
PA 22:1_26:4,6137804,7653674,8286332,5307273,6233413,8604914,3644671,7517846,6456236,6824006,8468038,8240944
PA 22:2_26:4,1321472,3930593,3202287,2385324,739458,277488,2513898,2445672,1619454,1811552,2176386,1121639
PA 22:3_26:4,13972988,13880775,12454172,10621259,12133520,13549300,9581481,9853265,8115119,7583960,7861260,7916228
PA 22:4_26:4,14747555,19752626,19283762,8104531,8553362,10112013,12554725,16328218,21575676,41669060,28268316,16727790
PA 24:1_26:4,2006300,2177498,2274940,404479,364324,1034198,59451,516168,789778,798548,1171499,1279613
PA 24:4_26:4,10184187,11536573,9061801,2401465,2543702,3087750,2498857,3592983,2590168,3413109,2912094,2937166
PA 26:4_20:5,5726478,10335205,5896888,3774687,3827288,5952552,5579588,5488580,4349740,6097044,6105318,6294993
PA 26:4_22:5,12984519,14494817,14818442,5770005,5813345,9658629,5759018,6448828,5591292,5873272,7856078,4957142
PA 26:4_26:4,61109372,118153680,189119120,10164331,10980215,17021152,31519100,84448544,101833480,194007408,134274624,81825760
PA 4:0_22:3,1461008,2778104,2043858,1267179,1027897,1432526,2593625,2283771,2226653,3916772,2781860,3923968
PA 8:0_26:4,429461,895351,1330520,356260,614033,1671588,692220,645182,1834962,942558,1354464,548519
PC 14:1_44:12,11202280,8132020,15823450,5632671,5073662,6288566,8988961,3003172,4359844,9112041,5187500,6585174
PC 16:1_20:4,13606159,19017464,11389236,7359824,7255130,12304290,10848808,11170232,8127673,11638499,11536696,12294481
PC 16:3_20:5,31642420,29335250,30945394,28910296,32386280,24308298,31614780,29401168,29034532,30367476,17292324,26860254
PC 16:3_22:6,48209044,49410920,49006340,49707888,55658540,45351160,52886956,51166024,49483744,48373076,40848044,48889384
PC 16:4_24:6,15923559,16881098,14450076,21533054,19963322,18995936,19339798,20160054,18146676,18335958,16650233,18455994
PC 16:4_26:7,1824384,1961815,1581159,2218278,2546750,2667846,1361794,1845098,1581862,1410934,2301074,2165875
PC 18:0_20:3,147759552,187132896,154693104,133346480,162832768,215392832,166018592,184326240,165986128,175167008,191983568,207981584
PC 18:1_18:1,41195124,25546140,12633902,19105834,8553720,12192062,20123816,26636490,31749480,14898989,13449044,7736126
PC 18:2_22:5,107765032,125434704,115559808,46182240,58005812,70029192,55348136,51538828,51040792,49886408,54969284,55489804
PC 18:4_44:12,1978046,2728842,1010950,2390526,2441388,1353810,517640,994688,1571122,917246,680561,932823
PC 18:5_22:6,18608798,21135318,17577310,25179220,26435360,22463152,23091950,21950420,22327886,21702418,21556684,20123820
PC 18:5_24:6,21338694,18330202,21153052,24313322,20959594,16628382,18934938,19458154,17317658,20110600,17517678,20412194
PC 18:5_44:12,9363612,12537482,9380477,4254102,8055916,6702290,4967237,11323769,11529548,10499329,10339064,11873541
PC 20:2_32:9,20550682,32536744,56827436,29688560,36774436,36104008,20365460,17418082,21958410,56860176,32497170,12967475
PC 20:5_44:12,1114359,1857975,1406186,1047294,1125687,1812057,1654594,1992386,1972993,1428786,1762287,1836076
PC 22:5_22:6,49049736,67682512,53564028,24498772,25876736,37638800,44183704,44893188,43336028,44126876,51269900,45934308
PC 32:2,26208934,26381936,26580392,21086128,25028470,28050108,21401382,21640624,22912784,17976408,19402552,23061512
PC 34:2,176123904,173265856,149226128,145615248,184290112,278750240,272262528,250077856,275717504,185187248,228423648,190175536
PC 36:5,3593969,4705359,4536979,3721853,4820356,2581749,646842,1912692,4442035,968983,2629221,742447
PC 36:6,5483708,3218181,2023441,3651530,4276978,2823815,2985068,2486047,4703692,937908,4455253,2319988
PC 38:7,3261647,3161628,3095590,667483,627178,745366,1540773,1767410,909279,1693814,1578115,1826101
PC 40:3,250741360,384357984,388146336,216729072,226250640,282625248,235670000,236322192,177994944,241834496,269385152,220225024
PC 40:7,478648992,442129664,426162432,149062480,168103856,188833472,159904240,186329792,179053072,131030640,154707248,156596288
PC 42:4,77020872,109991056,101040648,43475568,49878024,58888272,42837048,42534328,33732008,41181812,45554756,41992320
PC 42:6,10535302,8717471,16368229,25622530,27919462,16368178,33924472,28795032,26496586,25384006,24660574,28760566
PC 44:9,57832672,97555584,59856772,53549372,65115628,92269464,65224532,83855768,91072568,80474216,68123000,108200968
PC 46:11,10422802,69615696,246177040,4395664,4133609,5063728,57256220,70089664,67872600,377053824,384951392,216611136
PC 48:4,420407936,517719072,484322720,400412064,455459520,541248000,501693984,478774400,428764320,446315712,520721152,468351008
PC 48:5,53375224,60471632,57708104,37085672,50304492,50859160,51097440,48041352,49740284,46582348,67312376,47131976
PC 48:7,122788040,104529224,101117216,134456960,147820608,164307024,79178344,89895328,86410144,66723408,81381384,79706096
PC 50:5,122565424,230302128,168922080,63765272,91591024,56329392,136139392,178495056,235372736,469482208,287407232,120540720
PC 54:10,5529008,17398720,19931894,6197068,3294928,8882812,13763182,17922974,10711032,23621366,17505658,13754646
PC 54:6,47511164,61845196,88824944,33260194,27896870,26031686,52288172,84180544,104939808,110517624,64051024,45845360
PC 54:9,187405184,874442048,1618939776,180130160,89971376,102477776,722723648,489701792,376504832,1032147136,886430080,661055936
PC 60:13,16566195,35480336,9570789,18881672,22581100,20685128,7996130,7946862,12022173,6763817,7400834,8318226
PC 62:14,7282152,12806732,7618204,9815484,10752488,10794198,8698871,11852552,8837658,7791600,11880083,10026469
PC 8:0_16:4,7217072,7391582,6834760,4143483,3473542,5873602,4797910,4449468,4799694,4397208,5897168,5871188
PC 8:0_18:1,20765636,20571202,24468344,22290410,15142630,16251898,51908552,61348980,63570676,52738460,58462284,63544656
PC 8:0_18:2,504038,806982,1041401,318481,334914,1074710,129271,155084,408491,131084,78063,132021
PC 8:0_24:0,1073808256,1223885952,1125876864,1027875136,1080685952,1249649024,1364917760,1295037952,1268218624,1339316864,1557760128,1320594048
PC 8:0_24:1,77118520,74633664,78389488,28828452,16182067,18621466,57667736,131480880,161549056,115098176,135898208,116469624
PC 8:0_24:2,131756040,196707696,179166320,164728480,176527808,242791360,182697344,173780720,171774768,176866944,192273648,193730448
PC 8:0_26:0,42814628,50155516,46391728,37258620,39488276,47530324,35395376,45961204,38212900,36950848,38528652,38356512
PC 8:0_26:1,31759402,29150640,30436118,15028588,19597440,16675676,18196590,17373620,15269274,18169522,8057026,14596919
PC 8:0_26:3,27142242,34664804,33589164,22516410,27910808,31506726,23282522,22920584,20114178,20270356,23882838,23274628
PC 8:0_26:4,9084535,2877329,4937222,11067669,12397899,21116018,9730932,1956084,1852896,1447919,7578301,2462336
PC 8:0_26:5,19537100,23155802,21439934,27684918,30330816,42061224,28157470,10844374,12489632,7690804,23305710,9430505
PC 8:0_26:7,2041076,1600446,1250730,2127850,2084720,3259375,1863483,33497,286021,6802,768476,17012
PC 8:0_28:1,3079810,4446776,8296201,7892820,2654655,1231531,7996017,3255724,3377004,3872972,6313036,4831035
PC 8:0_28:2,10623551488,11196385280,10331012096,9404440576,6171929088,11199228928,9902051328,4799211520,9612487680,4607999488,9612012544,9514095616
PC 8:0_28:4,66577984,74672016,66828840,59707768,67008488,79523280,114301736,117876776,101732256,123029208,127981432,120995160
PC 8:0_28:5,179826800,215307968,213567536,73144824,70786160,104340592,116522744,77183112,72980384,65933836,87292968,65467972
PC 8:0_30:0,1575263,1840938,1791192,1696180,2049274,2110316,2226904,1716746,1887221,1781368,2088964,2051634
PC 8:0_30:1,4961405,5288621,27739202,3312582,2841006,2526424,3227288,2681151,4835832,3800768,5566104,2476810
PC 8:0_30:2,24899378,50532612,83580136,10122168,15307656,6419352,61330772,30394478,47116052,130154040,80002600,46036656
PC 8:0_30:3,27408448,32407728,26041240,20873882,22210892,23789324,30112406,30498484,28076470,32629446,29386362,35556324
PC 8:0_30:4,164532384,173174176,171222256,79732664,87938744,97472408,85444080,82463864,81152584,78507016,85552712,79960896
PC 8:0_30:5,465587552,514998304,477737696,263447216,298549728,346174752,373545952,382340192,368363712,349264576,368841184,358771936
PC 8:0_30:6,77906328,78231432,71874648,29459456,36294576,50761092,46716660,47556848,43371896,46871132,58681188,49496960
PC 8:0_30:7,833717,543779,182927,676708,733044,879620,865616,440994,620975,181910,783253,536708
PC 8:0_30:8,9883913,34768964,29015848,32734378,35669460,36294780,32224824,35220148,34231600,33101776,34029520,33777320
PC 8:0_32:3,12029878,14446310,10091531,9101122,11060257,11638804,10322671,9979892,8302715,7430918,10766785,9102063
PC 8:0_32:4,22498146,25823948,31040524,11869368,14993443,21603344,27796824,32946848,28039418,21942802,31578044,40215300
PC 8:0_32:5,98753064,94671200,116578584,26016948,39998188,23931578,21583520,23095402,20210276,19368018,11271997,19695286
PC 8:0_32:6,275768128,297968352,279902688,136552320,154571312,175380096,131599528,139225776,131326048,125173568,133718112,128959232
PC 8:0_32:7,467824992,500679776,450819648,138939328,83866304,97863232,97739728,107455720,175577536,91180296,161624896,161414080
PC 8:0_32:8,5013590,2602610,6662450,2873658,3056636,4095384,6274897,6021888,6009142,5157326,7220804,7202836
PC 8:0_32:9,5586198,16477691,14007784,16707234,19511148,20338256,17550272,18547836,17962064,17454550,16988212,19042030
PC 8:0_34:3,1833191,1862339,1573841,0,295871,639132,120791,593420,614946,1279928,841446,587356
PC 8:0_34:4,5301214,7907574,10227397,3162432,4437878,4873162,3214690,5844112,7388400,13824957,10295962,5156083
PC 8:0_34:5,2057012,2466534,2780375,2057537,2467346,3130702,1679890,1782784,1314155,1525826,1400434,1513941
PC 8:0_34:6,68537376,82827144,74151968,60763992,70215160,95856072,44774744,48547676,39273452,41849772,42472232,42744896
PC 8:0_34:7,4662894,5121771,5190024,1279193,1595898,1794447,1119856,947305,1037205,1012664,1152188,1163459
