"subclass","48hrs_1","12hrs_1","24hrs_1","24hrs_2","24hrs_3","24hrs_4","24hrs_5","Veh_1","Veh_2","Veh_3","Veh_4","48hrs_2","Veh_5","48hrs_3","48hrs_4","48hrs_5","12hrs_2","12hrs_3","12hrs_4","12hrs_5"
"PE(42:11)",4729151.966,9634491.03,4459911.805,8683162.38,6873081.706,7521849.785,10300000,2.8e+07,21800000,21100000,21700000,7260333.038,20300000,5935906.818,7766295.236,11100000,13100000,9489092.04,8881100.522,9764565.645
"PE(42:3)",5206597.967,4516094.518,8464727.98,5327391.676,6318828.784,8600881.772,5087015.613,20200000,21800000,11900000,9549502.983,753298.667,150659.7334,6252211.459,5312841.506,4777258.944,3238660.302,16500000,5720243.261,7561404.693
"PE(42:4)",32600000,28100000,26300000,25500000,24200000,35100000,21100000,6e+07,59400000,55400000,61700000,45100000,40100000,36700000,26800000,19900000,31900000,45400000,26400000,34300000
"PE(42:5)",29700000,57900000,60900000,41500000,5.4e+07,61300000,40800000,77600000,90400000,6.2e+07,68600000,29500000,53400000,38700000,32400000,32500000,70500000,85200000,47100000,56800000
"PE(42:6)",5.08e+08,7.68e+08,1.064e+09,7.37e+08,8.27e+08,1.047e+09,8.24e+08,9.14e+08,1.049e+09,663800000,7.66e+08,5.97e+08,6.02e+08,5.21e+08,4.53e+08,7.24e+08,9.82e+08,1.276e+09,5.6e+08,8.45e+08
"PE(42:7)",1.5e+08,2.18e+08,1.85e+08,2.06e+08,1.5e+08,2.09e+08,1.26e+08,3.07e+08,2.51e+08,2.54e+08,2.58e+08,1.62e+08,4.76e+08,1.45e+08,1.17e+08,1.39e+08,2.28e+08,2.9e+08,2.15e+08,2.22e+08
"PE(42:8)",3.48e+08,1.55e+08,1.46e+08,1.99e+08,1.63e+08,1.22e+08,1.3e+08,2.34e+08,2.53e+08,2.89e+08,2.26e+08,3.63e+08,2.16e+08,2.79e+08,2.78e+08,2.07e+08,1.72e+08,2e+08,1.92e+08,1.33e+08
"PE(42:9)",1.17e+08,1.83e+08,98400000,1.13e+08,9.2e+07,1.25e+08,1.08e+08,2.72e+08,2.1e+08,2.59e+08,2.23e+08,1.23e+08,1.86e+08,96300000,89800000,1.05e+08,2.08e+08,1.77e+08,1.83e+08,1.51e+08
"PE(44:11)",66400000,30700000,28700000,81600000,41800000,5.7e+07,62700000,5.7e+07,62300000,98700000,3.8e+07,64900000,28300000,55900000,68900000,86500000,6.4e+07,87500000,59300000,2.9e+07
"PE(44:12)",1.46e+08,82100000,76100000,97300000,91500000,85600000,1.02e+08,1.34e+08,95800000,1.71e+08,1.11e+08,1.96e+08,85600000,1.26e+08,1.98e+08,2e+08,1.27e+08,92700000,57300000,78900000
"PE(44:5)",2.6e+07,30100000,24600000,33400000,27900000,27600000,21100000,26800000,23100000,24400000,36500000,15900000,28400000,25300000,23100000,22400000,27200000,2.8e+07,22800000,30500000
"PE(46:0)",6.15e+08,3.71e+08,5.22e+08,4.75e+08,3.5e+08,4.52e+08,4.69e+08,5.49e+08,4.97e+08,5.73e+08,5.21e+08,6.61e+08,4.94e+08,5.81e+08,5.92e+08,5.12e+08,4.05e+08,3.1e+08,2.49e+08,3.28e+08
"PG(32:1)",12296307.3482,79679001.472,18691688.648,30429701.081,33164294.366,22084959.945,26319906.525,31041674.567,18425799.645,33198008.878,25796307.3482,17650322.179,23896307.3482,13981536.741,20218144.989,21793449.903,48896307.3482,42997649.399,92943340.619,81477072.525
"PG(32:2)",1385796.313,5016149.03,2570254.863,4336895.34,2488852.644,1678086.015,3697884.123,4026212.715,2978989.505,3586220.121,3503023.138,2630317.999,2844875.028,3520158.728,3361254.485,4607836.234,3839243.456,3623384.498,7952935.731,5128586.335
"PG(34:1)",4.71e+09,3.68e+09,3.74e+09,3.82e+09,4.04e+09,3.97e+09,4.25e+09,4.46e+09,3.35e+09,3.56e+09,4.04e+09,4.58e+09,3.35e+09,3.81e+09,4.71e+09,4.11e+09,3.62e+09,3.16e+09,3.19e+09,3.2e+09
"PG(34:2)",8.22e+08,1.54e+09,9.72e+08,1.36e+09,8.9e+08,8.4e+08,1.56e+09,1.23e+09,8.71e+08,1.51e+09,1.04e+09,8.02e+08,9.77e+08,9.68e+08,1.27e+09,1.32e+09,1.13e+09,1.42e+09,1.65e+09,1.35e+09
"PG(34:3)",69200000,9.5e+07,62300000,57700000,69100000,43300000,65900000,61900000,30500000,55700000,61500000,57100000,55400000,45400000,43900000,35700000,66300000,88700000,116400000,97100000
"PG(34:4)",2.2e+07,40800000,42800000,47500000,1.18e+08,60800000,31400000,1.9e+07,11100000,13700000,27500000,28600000,25100000,18400000,19100000,24100000,40600000,47700000,2.6e+07,50200000
"PG(36:1)",1.11e+09,643900000,619300000,667300000,7.84e+08,683200000,676500000,7.19e+08,7.26e+08,6.78e+08,6.79e+08,1.102e+09,5.92e+08,1.056e+09,1.187e+09,1.172e+09,652700000,677500000,512800000,524300000
"PG(36:2)",7.9e+08,3.73e+08,4.51e+08,4.29e+08,4.93e+08,4.65e+08,4.48e+08,3.55e+08,3e+08,2.45e+08,3.77e+08,5.49e+08,3.92e+08,4.51e+08,5.75e+08,4.09e+08,3.02e+08,2.85e+08,3.11e+08,2.94e+08
"PG(36:3)",1584600000,1.141e+09,1163300000,1171400000,1.211e+09,1267200000,1106800000,8.52e+08,623800000,695500000,935600000,1423400000,851800000,9.76e+08,1090400000,971200000,901700000,914900000,863400000,876900000
"PG(36:4)",872800000,599800000,626500000,6.96e+08,702100000,688100000,617006432.829,395100000,296400000,359300000,482900000,874700000,411800000,5.57e+08,607500000,572800000,459700000,554400000,499300000,458800000
"PG(36:5)",36841206.572,55988191.87,43053771.278,78827420.21,54225386.793,47393490.083,36951808.819,35712539.081,19251008.4696,33336731.781,45033892.843,35037258.058,50830201.6939,25640954.203,26225127.009,29061640.683,49001143.169,54277474.762,50679937.229,53942466.691
"PG(38:1)",13400000,6112335.117,14800000,5845356.874,24700000,14600000,8109509.632,10100000,11900000,12100000,9771896.199,1.5e+07,5497234.499,13600000,10100000,14400000,12700000,11600000,5422110.408,2634108.984
"PG(38:2)",92349204.9,341800000,242600000,289100000,265400000,289600000,260700000,36397674.4482,32688372.2408,42102356.842,36266301.655,144700000,26697674.4482,175500000,242300000,195900000,180400000,230300000,289800000,3.38e+08
"PG(38:3)",37700000,1.99e+08,1.63e+08,1.78e+08,1.57e+08,1.69e+08,1.73e+08,1556245.58,269284.9696,1346424.848,2558488.764,84100000,269284.9696,1.09e+08,1.62e+08,1.37e+08,1.07e+08,1.24e+08,1.93e+08,1.62e+08
"PG(38:4)",3.09e+08,222600000,181400000,206900000,200300000,203700000,223700000,2.16e+08,198400000,220200000,2.06e+08,3.14e+08,206300000,2.55e+08,273800000,270800000,236800000,1.91e+08,190200000,166800000
"PG(38:5)",8.34e+08,401900000,322300000,387600000,392500000,344200000,355700000,338200000,295800000,338100000,395200000,8.32e+08,396300000,557100000,605400000,527200000,298600000,315700000,309300000,308700000
"PG(38:6)",903500000,353900000,283700000,366100000,362600000,295800000,364400000,217600000,231100000,326700000,277500000,910300000,324500000,641500000,730400000,586800000,2.85e+08,306600000,299200000,283500000
"PG(38:7)",4.28e+08,210100000,178600000,257500000,3.77e+08,283900000,204400000,2.59e+08,171900000,2.43e+08,2.97e+08,5.77e+08,2.99e+08,270400000,260200000,284200000,211200000,2.25e+08,2.33e+08,3.53e+08
"PG(40:10)",4735799.211,1296788.002,1598845.723,5156584.493,4061204.743,2403073.421,2123844.985,3951046.83,2125015.191,3493446.475,5049172.124,5017102.349,3982895.158,3120025.809,4363106.061,6761085.769,1944002.65,1656288.416,2134758.997,2162867.84
"PG(40:5)",1.25e+08,75300000,60400000,59200000,56100000,70300000,64700000,59900000,58800000,51900000,63800000,88900000,64500000,82500000,85900000,72900000,49700000,57300000,47600000,37300000
"PG(40:6)",190800000,114500000,99500000,99700000,1.02e+08,102800000,1.14e+08,94800000,189200000,1.11e+08,104700000,188900000,101200000,144700000,167200000,154500000,107100000,96800000,79700000,88200000
"PG(40:7)",2.278e+09,1392300000,1427900000,1838200000,1.75e+09,1659300000,1370500000,1447100000,1366800000,1298100000,1643100000,2.136e+09,1682100000,1552100000,1755100000,1721100000,1230200000,1142800000,1232700000,1249700000
"PG(40:8)",2.25e+09,1.49e+09,1.99e+09,2.26e+09,1.85e+09,1.79e+09,1.65e+09,1.64e+09,1.47e+09,1.71e+09,1.9e+09,2.56e+09,1.92e+09,1.71e+09,2.22e+09,2.23e+09,1.32e+09,1.3e+09,1.43e+09,1.22e+09
"PG(40:9)",4.48e+08,2.02e+08,1.11e+08,1.75e+08,4.22e+08,2.45e+08,1.21e+08,3.11e+08,2.17e+08,2.9e+08,3.32e+08,6.02e+08,2.45e+08,3.58e+08,2.85e+08,2.92e+08,2.15e+08,2.03e+08,1.8e+08,2.58e+08
"PG(42:10)",8.41e+08,203820419.927,2.12e+08,313700000,300400000,214500000,249200000,307100000,378800000,468300000,441700000,1035100000,454600000,645300000,853800000,718700000,234500000,2.28e+08,204237007.744,187442140.323
"PG(42:11)",1.15e+08,36900000,56300000,97500000,7.6e+07,61100000,64400000,87800000,81900000,75700000,9.7e+07,1.44e+08,98800000,97500000,1.37e+08,1.76e+08,47300000,39400000,38400000,41500000
"PG(42:7)",7292409.08,4655401.002,4119188.424,3763861.875,6292284.773,7147874.526,1223032.698,12800000,7484025.395,6234486.523,9272784.31,2987655.478,13800000,5094907.126,8678174.22,2404563.75,6310613.776,3726847.258,4693665.423,3174650.082
"PG(42:8)",403100000,177700000,134500000,170500000,158200000,137900000,162700000,170300000,161200000,203200000,169400000,473200000,182800000,297400000,306900000,263500000,161900000,157700000,142200000,129100000
"PG(42:9)",312500000,113700000,1.04e+08,128900000,123200000,100200000,1.01e+08,155800000,140500000,154300000,149600000,257500000,158600000,192700000,151100000,135400000,110700000,103400000,102900000,94800000
"PG(44:10)",2.13e+08,74600000,64300000,86100000,77100000,66300000,71300000,89800000,95700000,113200000,93600000,218100000,99800000,150700000,180500000,1.52e+08,74400000,63700000,65700000,51495168.598
"PG(44:11)",1.96e+08,7e+07,84700000,1.38e+08,1.01e+08,99200000,96900000,1.4e+08,1.43e+08,1.64e+08,1.54e+08,2.22e+08,1.85e+08,1.39e+08,1.91e+08,2.04e+08,77300000,63800000,69200000,56800000
"PG(44:12)",3.48e+09,1.89e+09,1.93e+09,2.62e+09,2.44e+09,2.7e+09,1.83e+09,3.13e+09,3.13e+09,4.19e+09,2.99e+09,5.22e+09,3.34e+09,2.88e+09,3.26e+09,3.68e+09,1.89e+09,1.25e+09,1.43e+09,1.68e+09
"PG(44:9)",30100000,9548797.838,10300000,13100000,10300000,10700000,10200000,11300000,10900000,11600000,11200000,39800000,12100000,19700000,22700000,19600000,8809840.37,8814397.012,8414857.824,7464496.564
"PI(32:1)",2.38e+08,64500000,1.26e+08,89800000,1.11e+08,1.39e+08,1.24e+08,1.86e+08,1.17e+08,1.68e+08,1.8e+08,2.15e+08,1.3e+08,1.04e+08,1.48e+08,1.01e+08,77300000,62400000,74200000,52500000
"PI(32:2)",8849946.077,7435490.373,11600000,14900000,16200000,11100000,10900000,10200000,7729208.911,9579114.186,9738614.488,8885128.306,8725819.291,9033727.947,10900000,9511100.39,9255283.06,6348832.258,6850750.245,11300000
"PI(34:1)",9.94e+08,4.04e+08,6.56e+08,5.08e+08,5.83e+08,6.56e+08,5.5e+08,474600000,5.15e+08,5.03e+08,5.58e+08,8.68e+08,3.64e+08,5.62e+08,6.27e+08,6.18e+08,5.41e+08,4.38e+08,4.36e+08,3.3e+08
"PI(34:2)",4.69e+08,3.18e+08,6.37e+08,4.05e+08,4.87e+08,5.56e+08,5.82e+08,3.09e+08,2.58e+08,2.81e+08,3.24e+08,4.64e+08,2.9e+08,4.16e+08,4.81e+08,4.67e+08,4.57e+08,3.29e+08,4.02e+08,2.11e+08
"PI(34:3)",23400000,10200000,15600000,11100000,12200000,19600000,12400000,22900000,1.6e+07,15700000,17300000,15100000,18700000,10900000,13400000,14600000,14200000,10700000,16600000,5181408.578
"PI(34:4)",18200000,17100000,4930760.515,9866103.253,16500000,8192414.063,10800000,18200000,18700000,17400000,19300000,15600000,19200000,16300000,4827522.485,16200000,19300000,16800000,16700000,16200000
"PI(36:1)",78300000,106400000,103500000,120500000,97200000,1.12e+08,95700000,100805057.445,90630513.3754,106652566.877,94530513.3754,66800000,103440454.185,54253496.39,66500000,59800000,1.25e+08,94800000,116600000,86700000
"PI(36:2)",6.28e+08,666400000,1.315e+09,9.99e+08,993900000,1.112e+09,1.207e+09,4.13e+08,3.35e+08,3.33e+08,3.94e+08,7.78e+08,4.05e+08,567800000,673200000,846600000,1.096e+09,635800000,854600000,532100000
"PI(36:3)",1.04e+08,47400000,1.2e+08,72300000,85300000,1.2e+08,73400000,1.03e+08,77600000,40100000,75300000,8.7e+07,69300000,58800000,54100000,65500000,96500000,54400000,6.5e+07,40600000
"PI(36:4)",1723100000,705700000,1.493e+09,1021600000,1.168e+09,1560300000,1422200000,1.577e+09,1329400000,1231600000,1516400000,1684700000,1128100000,1.239e+09,1300900000,1341200000,1144100000,754100000,705300000,515800000
"PI(36:5)",59700000,34900000,1.15e+08,93500000,95400000,1.3e+08,1.07e+08,60700000,45600000,41300000,4.5e+07,1.07e+08,42800000,67200000,89800000,1.08e+08,60100000,45100000,41600000,28400000
"PI(36:6)",1196717.496,6052847.614,4788094.599,5053419.326,5265599.205,6040431.743,3169312.498,9159826.823,8563823.407,5660012.921,7776814.258,2246223.931,5559624.688,4285422.976,503910.0315,6398760.046,6489698.336,5017151.985,4218629.157,4566592.317
"PI(38:3)",194551468.554,83594885.561,233429481.239,170443037.842,129099737.193,232735113.242,149389624.715,106861958.935,72798670.284,52536272.417,90755229.881,162238610.637,85757986.264,107312948.552,97986048.699,114469459.024,198080276.794,94601182.3942,92541938.755,86804260.97
"PI(38:4)",10049100000,4451671361.938,8773200000,6844100000,6553900000,8410600000,7297400000,6035500000,5941100000,5352900000,6689200000,9021500000,5968356809.69,6198200000,6.728e+09,7118400000,6821600000,4327900000,3953100000,3739330265.457
"PI(38:5)",8.27e+08,3.8e+08,1.014e+09,8.34e+08,7.18e+08,1.103e+09,8.37e+08,8.84e+08,758500000,556500000,778100000,1.078e+09,657900000,5.54e+08,6.6e+08,7.58e+08,7.17e+08,433800000,447400000,290600000
"PI(38:6)",262400000,103700000,2.4e+08,170400000,153300000,239600000,210700000,186800000,158500000,157200000,159300000,266100000,121700000,204500000,236700000,2.38e+08,1.65e+08,120300000,119600000,77138243.81
"PI(40:1)",7440638.532,2923970.156,3137533.67,2302172.029,4998854.959,3827521.966,5802830.307,3184727.027,3710888.575,4444702.92,4345719.356,2187560.057,4551806.689,4228634.087,6149280.023,7235424.824,4068597.007,4852023.789,4185934.775,3417748.557
"PI(40:10)",2853743.209,2642596.501,2838304.662,2047665.176,1340663.459,2650530.185,1031524.348,2007423.484,1860160.205,2725574.889,2408962.304,1634631.062,2520595.995,3243969.908,3352266.175,2193565.005,1559349.017,1521834.196,1388575.614,2838733.093
"PI(40:4)",14800000,10400000,17100000,14600000,12400000,19600000,15400000,5330079.282,3296608.98,2697558.19,5125413.595,13100000,8096895.582,7183896.346,7028958.061,5648453.462,1.7e+07,6102853.29,10400000,10200000
"PI(40:5)",68600000,3.9e+07,89400000,72300000,59500000,68800000,6.4e+07,47800000,37800000,37200000,52500000,54100000,47500000,42600000,44200000,49300000,62600000,38900000,32700000,39600000
"PI(40:6)",4.05e+08,1.19e+08,3.51e+08,2.92e+08,2.36e+08,2.99e+08,2.77e+08,1.22e+08,1.05e+08,1.25e+08,1.32e+08,4.02e+08,1.26e+08,3.08e+08,3.49e+08,3.29e+08,2.36e+08,1.33e+08,1.3e+08,1.12e+08
"PI(40:7)",16500000,8338851.897,19200000,13300000,11900000,1.9e+07,15900000,1.1e+07,10900000,7699226.901,11100000,22600000,6284354.128,9982510.051,13700000,13300000,12700000,7466862.368,7723977.629,4854777.337
"PI(40:8)",5154749.448,2721616.234,1937442.613,2482342.283,1477792.416,3105400.612,3046649.282,5058980.221,3015853.62,2244713.283,3226332.854,4718800.298,3398977.317,3305263.734,3942436.757,5490604.104,3541570.849,767600.286,1492451.892,153520.0572
"PI(44:5)",3619972.333,6729324.556,1790988.262,3282229.734,2381391.815,4136743.468,1449500.413,4253057.948,412772.724,3841285.698,1570660.237,2493569.967,82554.5448,1018107.16,1637737.498,954677.535,5184644.353,2752055.067,2748228.423,10200000
"PI(50:0)",5723635.187,6198920.068,2770925.916,8425865.782,8039505.252,8543702.438,7230797.245,1979469.02,2002519.862,1039142.264,633955.496,3076559.143,3379042.611,11300000,6886918.146,10900000,5407350.587,7084758.349,9842995.598,5493921.902
"PS(34:4)",19900000,16200000,10700000,12700000,22600000,10900000,27700000,8382541.242,21800000,1.7e+07,1.9e+07,14700000,28500000,14200000,14300000,14800000,19500000,2.1e+07,13600000,19300000
"PS(36:2)",604901.669,1791384.338,2562597.749,1775869.031,1663891.015,2097658.109,1861745.107,429302.318,70414.0306,70414.0306,798884.14,415062.25,352070.153,1682744.261,2302141.141,2310408.664,1821179.297,1506269.923,1871168.442,1126061.125
"PS(36:3)",2613659.759,2070977.423,1054821.25,178256.734,1891913.824,2344808.61,1117745.788,178256.734,2439523.462,178256.734,1024831.378,2136078.962,2143288.586,2651780.21,1967424.641,1714694.087,2526341.586,891283.67,3944459.633,2708350.215
"PS(36:4)",229400000,139600000,164600000,1.41e+08,154600000,143400000,202300000,207100000,197400000,226800000,229800000,230800000,203200000,172600000,185300000,187400000,141600000,136700000,144200000,123300000
"PS(36:5)",4292963.243,10474820.499,6023084.623,8980627.366,10640721.33,9486352.182,8522106.17,20518503.853,10124696.029,10421282.816,15120654.144,6813916.798,15452237.007,5051727.788,2360276.6116,4390675.179,11623237.586,10468655.465,12493733.322,11082559.3387
"PS(38:3)",51200000,91800000,58700000,65100000,8.1e+07,6.9e+07,63400000,35300000,37300000,30200000,34200000,47400000,40300000,5.6e+07,60200000,60700000,78600000,86300000,1.08e+08,8.8e+07
"PS(38:4)",1872376517.039,563750873.849,897075453.828,723014918.704,837428007.085,755371550.061,1054864387.928,1386543419.771,1046798825.674,1428540386.89,1448068018.164,1961777904.638,1155631889.045,973319227.322,908321435.709,815390610.493,796596784.17,524678507.003,595577879.76,435469361.38
"PS(38:5)",21200000,32200000,24900000,30600000,29200000,24800000,27800000,4.1e+07,37200000,31900000,34600000,26700000,32600000,20800000,25800000,22600000,31500000,27100000,46700000,34600000
"PS(38:6)",555500000,198900000,291600000,244400000,283400000,326600000,334700000,432400000,3.44e+08,325700000,425200000,5.05e+08,311800000,344300000,368300000,330500000,207700000,192200000,183900000,150200000
"PS(38:7)",20700000,20200000,30600000,29400000,32300000,31100000,28100000,19100000,17200000,19700000,20900000,21600000,21400000,19200000,22400000,23100000,19900000,16400000,19400000,24200000
"PS(40:2)",1.4e+08,1.82e+08,1.25e+08,1.94e+08,1.51e+08,1.62e+08,1.7e+08,2.54e+08,2.04e+08,2.31e+08,1.95e+08,1.32e+08,3.05e+08,1.09e+08,1.1e+08,1.07e+08,1.71e+08,1.8e+08,2.24e+08,1.75e+08
"PS(40:4)",7145141.097,13600000,8404897.618,9407467.07,9749026.861,8256160.953,9878781.134,5305253.783,5366481.98,4405825.328,4124885.399,4715480.496,6211790.959,10500000,8808462.735,9533166.234,10600000,1.1e+07,16100000,10300000
"PS(40:5)",70900000,96300000,77200000,71600000,87300000,8.9e+07,73700000,1e+08,1.05e+08,79400000,89600000,69300000,95100000,8e+07,74800000,70700000,94700000,85900000,1.19e+08,1.04e+08
"PS(40:6)",1.64e+09,4.74e+08,8.99e+08,5.2e+08,7.94e+08,9.2e+08,8.98e+08,8.82e+08,7.63e+08,7.07e+08,8.39e+08,1.37e+09,4.73e+08,8.13e+08,9.13e+08,8.72e+08,6.53e+08,5.03e+08,4.71e+08,2.78e+08
"PS(40:7)",206700000,8e+07,113500000,92500000,94300000,1.09e+08,98500000,146400000,103400000,167900000,1.21e+08,139700000,114100000,108200000,1.27e+08,133100000,100900000,76100000,84200000,68333528.744
"PS(40:8)",5.2e+07,61600000,70700000,43300000,51739370.301,76400000,72700000,61500000,61300000,55800000,6.4e+07,54700000,53600000,53800000,55800000,59400000,59200000,56900000,61700000,44642968.204
"PS(40:9)",28473434.485,38533967.102,35002889.087,31498050.468,33109415.603,38051584.36,29270048.796,52800000,46500000,45886646.082,46822304.981,25774597.534,44741890.032,31335486.694,24568077.202,25345225.435,44761469.072,35315240.793,39485959.578,39637428.601
"PS(42:10)",1.11e+08,2.1e+07,50300000,29600000,32400000,46500000,34200000,55700000,24600000,72900000,35300000,71400000,30700000,39100000,71200000,66500000,30700000,21200000,17300000,7514403.512
"PS(42:11)",2045605.518,10600000,8898092.828,7620352.996,7582206,10300000,6813928.876,19900000,16500000,12500000,18400000,3566493.996,14400000,9331801.887,7335500.544,5404903.914,11100000,7496727.235,8433344.312,7361036.965
"PS(42:6)",2.31e+08,2.33e+08,4.99e+08,3.65e+08,3.93e+08,4.18e+08,4.67e+08,1e+08,81500000,91900000,95600000,2.89e+08,1.22e+08,2.69e+08,2.94e+08,3.69e+08,4.35e+08,2.54e+08,3.65e+08,2.05e+08
"PS(42:7)",41700000,20600000,55400000,32500000,3.9e+07,56600000,34400000,49800000,35100000,19500000,34100000,44500000,31600000,2.6e+07,22200000,28600000,49500000,24500000,26700000,18600000
"PS(42:8)",59600000,69900000,9.4e+07,71500000,77500000,87500000,86500000,38100000,38700000,33500000,40900000,58200000,31300000,75200000,75200000,84100000,81700000,84200000,69600000,73500000
"PS(42:9)",7018527.762,3106240.018,5122478.272,2635480.27,1534435.166,5534334.834,4263249.806,2809946.428,6849737.228,4089667.999,2921679.402,7219149.863,5211556.819,3653636.778,3801597.48,6980446.055,7145383.275,5309698.738,7709850.811,4344164.879
"PS(44:7)",3.22e+08,91600000,2.89e+08,4.28e+08,2.95e+08,2.35e+08,2.53e+08,4.11e+08,4.34e+08,1.56e+08,2.84e+08,3.15e+08,2.7e+08,2.79e+08,5.09e+08,4.97e+08,1.01e+08,1.74e+08,2.21e+08,66400000
"PS(44:8)",6212805.862,7836416.72,13200000,7453836.996,5366788.848,9886539.238,6685381.561,12800000,10900000,9026520.714,10400000,5011299.25,7079475.66,7073254.037,5402891.715,5842373.403,14400000,14400000,5312031.366,7572408.191
"SM(30:1)",282985.444,557802.246,671916.326,529847.764,385342.114,228492.549,268236.393,396304.288,1688745.843,45698.5098,45698.5098,321927.093,45698.5098,45698.5098,242487.101,45698.5098,352485.592,1020928.201,352917.849,45698.5098
"SM(32:0)",1360403.39,761047.48,1071136.732,2219999.791,2296243.736,1185478.032,3194059.461,123182.035,123182.035,123182.035,123182.035,1597541.245,123182.035,2530006.084,2376009.241,2237201.839,1220355.493,615910.175,7379453.908,123182.035
"SM(32:1)",1139300000,542700000,488600000,772100000,697500000,507200000,734200000,343300000,318981571.117,513200000,407600000,1266300000,443500000,954700000,1.111e+09,981600000,415100000,421700000,595700000,510300000
"SM(32:2)",42800000,15900000,12800000,30700000,1.9e+07,12800000,21700000,16300000,13200000,17700000,17200000,4.3e+07,21800000,4.3e+07,46300000,43400000,9838185.726,13300000,20400000,15700000
"SM(34:0)",1206500000,697200000,692700000,621900000,700500000,804900000,979700000,484800000,370800000,573700000,505100000,1005500000,491100000,973400000,1144500000,1034300000,598400000,632700000,958800000,560600000
"SM(34:1)",4.2234e+10,2.2302e+10,2.6428e+10,2.9325e+10,2.717e+10,2.7629e+10,3.3236e+10,1.8726e+10,16299400000,2.0945e+10,1.9375e+10,4.2468e+10,1.8813e+10,3.3989e+10,3.8608e+10,3.4206e+10,1.9403e+10,2.032e+10,2.2661e+10,1.9392e+10
"SM(34:2)",5.593e+09,2202800000,2591200000,3126800000,3342200000,2443300000,3049800000,1824600000,1377400000,2413900000,1674500000,6.439e+09,1891500000,5.227e+09,5.759e+09,4760600000,1.668e+09,1489200000,1561100000,1852400000
"SM(34:4)",33400000,8655747.831,2e+07,19700000,21700000,8955794.657,22100000,4041290.423,601836.925,9913925.942,3009184.625,37400000,4215544.232,44900000,38900000,30900000,3898847.161,9718526.896,3427268.509,6980477.11
"SM(36:0)",3.16e+08,2.35e+08,1.59e+08,2.41e+08,1.91e+08,2.01e+08,3.59e+08,1.49e+08,63300000,1.53e+08,1.11e+08,2.51e+08,1.1e+08,2.71e+08,3.76e+08,3.37e+08,1.71e+08,1.4e+08,5.05e+08,1.68e+08
"SM(36:1)",1.8e+10,8.281e+09,9.45e+09,1.047e+10,9.737e+09,9.82e+09,1.142e+10,7.243e+09,6.158e+09,6.962e+09,7.573e+09,1.823e+10,6.298e+09,1.409e+10,1.615e+10,1.442e+10,5.998e+09,6.29e+09,6.34e+09,7.257e+09
"SM(36:3)",1.76e+08,86500000,1.11e+08,1.45e+08,1.32e+08,1.1e+08,1.16e+08,17100000,27300000,19500000,39200000,1.85e+08,17900000,1.84e+08,1.92e+08,1.85e+08,99100000,92300000,1.18e+08,75200000
"SM(36:4)",1.72e+08,1.32e+08,1.49e+08,1.52e+08,1.48e+08,1.6e+08,1.59e+08,75400000,88500000,80500000,96400000,1.78e+08,7.3e+07,1.81e+08,1.79e+08,1.73e+08,1.1e+08,1.09e+08,1.14e+08,1.03e+08
"SM(36:5)",1.99e+08,59200000,72700000,96100000,1.05e+08,73300000,78400000,35400000,38300000,48500000,5e+07,1.67e+08,44200000,1.58e+08,1.63e+08,1.55e+08,4.6e+07,49600000,39300000,46500000
"SM(38:0)",2.17e+08,1.32e+08,1.04e+08,1.14e+08,1.36e+08,1.91e+08,1.97e+08,1.03e+08,3.2e+07,94400000,78500000,1.9e+08,82700000,1.82e+08,1.43e+08,1.51e+08,1.05e+08,86700000,2.06e+08,88100000
"SM(38:1)",4.18e+09,2.45e+09,3.82e+09,3.24e+09,2.68e+09,3.54e+09,4.16e+09,3.05e+09,2.66e+09,4.29e+09,3.33e+09,4.16e+09,3.69e+09,3.98e+09,4.45e+09,4.14e+09,2.57e+09,2.53e+09,2.59e+09,2.36e+09
"SM(38:2)",3.17e+08,1.55e+08,1.89e+08,2.21e+08,1.96e+08,2.22e+08,1.97e+08,1.69e+08,1.29e+08,2.01e+08,1.68e+08,3.02e+08,1.69e+08,3.35e+08,3.41e+08,2.93e+08,1.88e+08,1.64e+08,2.12e+08,1.74e+08
"SM(38:3)",7.33e+08,3e+08,3.76e+08,4.31e+08,4.92e+08,3.58e+08,5.57e+08,2.35e+08,1.94e+08,2.03e+08,1.75e+08,8.79e+08,2.04e+08,5.91e+08,5.99e+08,6.04e+08,2.48e+08,2.71e+08,2.97e+08,3.32e+08
"SM(40:0)",353500000,251300000,194900000,198300000,75500000,363900000,330200000,2.9e+08,42971123.8,317800000,293300000,320500000,251400000,248800000,214500000,258300000,212600000,174700000,287400000,167500000
"SM(40:1)",3.312e+10,2.237e+10,2.618e+10,2.166e+10,1.507e+10,2.666e+10,2.542e+10,4.434e+10,2.726e+10,4.407e+10,4.345e+10,3.125e+10,3.65e+10,2.486e+10,2.349e+10,2.366e+10,2.621e+10,2.246e+10,2.144e+10,1.7051e+10
"SM(40:2)",1.028e+10,7.11e+09,7.2e+09,7.45e+09,6.6e+09,8.35e+09,7.74e+09,1.063e+10,7.68e+09,1.338e+10,1.134e+10,1.072e+10,1.119e+10,8.25e+09,8.56e+09,7.6e+09,7.34e+09,6.53e+09,6.85e+09,7.14e+09
