"lipidName","SXY_FDUhhuang_191_pos","SXY_FDUhhuang_197_pos","SXY_FDUhhuang_221_pos","SXY_FDUhhuang_270_pos","SXY_FDUhhuang_283_pos","SXY_FDUhhuang_428_pos","SXY_FDUhhuang_429_pos","SXY_FDUhhuang_430_pos","SXY_FDUhhuang_433_pos","SXY_FDUhhuang_439_pos","SXY_FDUhhuang_444_pos","SXY_FDUhhuang_445_pos","SXY_FDUhhuang_450_pos","SXY_FDUhhuang_454_pos","SXY_FDUhhuang_461_pos","SXY_FDUhhuang_464_pos","SXY_FDUhhuang_472_pos"
"TG 48:3|TG 14:0_16:1_18:2",2148369,3834637,786235,1860070,290347,304404,8982247,3666526,9928619,261401,245131,816696,1540237,607606,1743089,2683496,169344
"TG 48:3|TG 16:1_16:1_16:1",739021,1239438,1879416,1689020,341769,529600,95999,1898506,358861,2125898,364880,1475276,913592,543255,2748625,1089480,811428
"TG 50:0|TG 16:0_16:0_18:0",3198561,15505676,918598,910304,124710,44545820,2310629,15136153,28010932,2869705,27315516,783380,2168070,5408686,5729084,11306304,1891638
"TG 50:1|TG 16:0_16:0_18:1",2294,720510,255,57785,414,88021,44004,1912539,163921,442891,44537,NA,1342,108822,460819,1041,1651
"TG 50:2|TG 16:0_16:0_18:2",5485200,57887008,1052076,26138076,956525,182911152,34056416,80244856,87254288,10688310,104348184,3687782,3285940,5955437,22410292,13816647,1392477
"TG 50:2|TG 16:0_16:1_18:1",20713392,32666052,5852490,27507540,7459394,161651328,38885124,82850616,81793040,9446695,18768296,3476945,18030070,22637852,4706038,108688280,8854302
"TG 50:3|TG 16:0_16:1_18:2",903166,4164512,334740,1881347,8202502,5829454,36289884,1492632,7337632,374059,3047696,129747,1268513,910598,1201876,4814385,330583
"TG 50:4|TG 14:0_18:2_18:2",1996577,9022302,588041,2239350,279542,14811545,10903882,1406391,15738262,564425,15011351,289286,1518912,2042952,5118501,2467010,220714
"TG 52:0|TG 16:0_18:0_18:0",145644,849481,7728,861,96750,31891,25903,218406,61702,2593778,NA,1465,3682,319220,1591217,178665,54526
"TG 52:1|TG 16:0_18:0_18:1",8243996,69272336,2765752,11804761,456789,104186920,33476178,39703620,78715968,15597220,55184088,1151656,6837499,15902706,17933514,81608904,7145869
"TG 52:1|TG 18:0_18:0_16:1",31267,11593266,19632,42139,60974,89535,557223,4623414,62550,49295564,63372,29029,35789,12538456,55714936,6371318,662030
"TG 52:2|TG 16:0_18:1_18:1",41088464,372882336,13986940,58137660,3004170,529313024,170399984,206312560,461975200,77146424,286859872,6166604,34719416,77979616,82773304,492961664,38039968
"TG 52:3|TG 16:0_18:1_18:2",50945780,456796224,17034188,63010104,3506678,368020960,237864368,187906672,541810432,32896470,236952192,8089972,38592816,51683676,76009936,222283056,11880183
"TG 52:4|TG 16:0_18:2_18:2",26070768,244556096,7846164,30610158,3710431,41337604,101039720,65259200,271829280,11472641,60377300,4410460,16011667,27552710,46851704,49962304,3017414
"TG 52:5|TG 16:0_18:2_18:3",7119272,22605904,1427075,4345600,715935,63915452,25790256,4331187,31354786,1512000,52589948,818236,2434980,5130718,14133770,3661152,618927
"TG 52:5|TG 16:1_18:2_18:2",871642,11136116,364128,2845678,798696,5230701,5258426,6914684,18775440,461663,5385971,844530,1430809,2989538,5597566,3698852,408155
"TG 54:0|TG 18:0_18:0_18:0",102840,979212,884728,1418805,54617,3943520,376033,20372,1774971,822856,4823588,1086194,754198,533863,982866,670443,744412
"TG 54:1|TG 18:0_18:0_18:1",139465,10556684,392379,2160262,45613,20582958,3271388,130611,6601948,2731298,15964540,252813,532849,2576307,4153392,5533188,679783
"TG 54:2|TG 18:0_18:0_18:2",20872,1550677,2301,50272,11825,843581,4121795,717112,79009,822241,1023422,1673,7217,302108,1271436,313827,6655
"TG 54:2|TG 18:0_18:1_18:1",4533252,121005616,2142192,11505280,402623,99782320,21848968,3791503,38070188,30341400,53736384,1043214,4293276,17802464,36063276,71366496,5275588
"TG 54:3|TG 18:0_18:1_18:2",5391708,33660388,628351,3735376,506779,114431752,6472424,9625996,50821140,3684058,109813176,1093816,1556898,5392062,9118508,9687726,475991
"TG 54:3|TG 18:1_18:1_18:1",9561025,394243136,7232384,28932058,5368742,223683184,46445288,145376128,78207608,162130880,107768808,2192213,14293014,75724648,164683776,280523968,20703630
"TG 54:4|TG 18:1_18:1_18:2",20327030,183235216,8953822,47991072,4429673,268328112,86819208,129327936,137723520,35841208,230519216,4075983,15100371,31663904,89890464,73503632,4710740
"TG 54:5|TG 18:1_18:2_18:2",12370572,103161808,5278773,29620444,3467004,105236384,63064696,7684086,84382344,16758561,90374992,3094320,7430949,32211934,68396824,25960476,2249845
"TG 54:6|TG 18:1_18:2_18:3",5420940,30673262,2172104,18246562,2025742,401590112,34683292,17371726,40094000,5333710,363843264,1277177,2257514,33772264,87244872,6906483,866419
"TG 54:6|TG 18:2_18:2_18:2",787382,29916348,330517,17197998,10218543,44011652,36128556,732923,6321142,4608150,64033980,1200705,405730,33361458,86622656,1320816,151221
"TG 54:7|TG 18:1_18:2_18:4",20034,56027,5826,36788,18344,17177028,195679,75992,6675,111915,49689788,3211,10682,265031,2986454,1698,7821
"TG 54:7|TG 18:2_18:2_18:3",1409283,6375809,511225,3243952,589383,65615912,8278892,2033963,10042666,233413,56809832,293409,531668,6485620,18635610,1134525,196971
"TG 54:8|TG 18:2_18:3_18:3",178863,459951,38085,409488,279534,9195644,1406362,265680,921512,38078,7611514,26287,28629,1040047,1518614,93776,20764
"TG 56:0|TG 16:0_16:0_24:0",127969,168672,26266,48226,641130,32517,119971,255478,47540,146089,30545,11724,8302,253247,15875,7340,47798
"TG 56:0|TG 16:0_18:0_22:0",175150,32586,1586195,13381,107076,NA,144977,8153,178910,15138,30482,36520,134454,132577,3861,22020,222126
"TG 56:2|TG 18:0_18:1_20:1",184664,3410854,45588,553854,57790,8418536,787883,205990,2779662,557843,3591074,28269,161684,634357,1071971,8260497,399786
"TG 56:2|TG 20:0_18:1_18:1",36678,6919276,20735,138597,25833,8618895,162096,129664,2587590,1756522,4821326,17121,25029,1316086,2221993,12000193,78929
"TG 56:3|TG 18:1_18:1_20:1",568641,7072008,327794,1417119,301191,23427744,2135560,1244538,7271970,1484780,6622434,89948,659200,2223146,1729263,51710664,2610334
"TG 56:4|TG 18:1_20:1_18:2",986360,6133846,403207,1875239,119082,14869008,900025,7030543,4774304,298266,9082836,152177,460487,1236695,1154720,10621481,720046
"TG 56:4|TG 20:0_18:1_18:3",197529,2099526,38020,623183,64027,1663979,1517493,454897,1680124,192762,1083191,33863,224074,123069,230539,691318,47086
"TG 56:5|TG 18:1_18:2_20:2",1133756,6209158,589491,2121870,297649,16452393,3305652,5022674,4353382,420730,8019280,354021,826601,1656570,1791102,3525936,545426
"TG 56:6|TG 18:0_18:1_20:5",12067,70826,2693,243171,11393,22225844,467914,88391,130488,12544,66129336,1047,5749,366132,3382070,888620,131771
"TG 56:6|TG 18:1_18:1_20:4",3650840,23748012,1014111,2923058,1638601,10130890,15917606,2657553,19085856,1243710,4092573,483631,2287715,2463849,3136429,2970953,345135
"TG 56:7|TG 16:0_18:1_22:6",NA,3070935,1365,11472,NA,140802,7787,45118,14684,2806678,525930,NA,683,259113,1358381,18148,2150
"TG 56:7|TG 18:1_18:2_20:4",2262058,15358452,668267,1576747,560758,3549329,9282783,1987699,15522973,830511,1887328,369215,1546405,1686943,2968854,1349276,146141
"TG 56:8|TG 16:0_18:2_22:6",720890,7355005,179072,290759,183886,1892916,2886062,888305,8252868,380432,730469,109987,953543,736951,791320,463963,58946
"TG 56:8|TG 18:2_18:2_20:4",884803,3501094,197863,522901,328199,164836,3818412,544413,4394992,615023,18137,120296,462092,528700,885647,519034,15280
"TG 56:9|TG 18:2_18:3_20:4",284954,572953,36803,197877,187681,118876,1201214,26906,370460,88610,92104,11742,53348,120496,278026,78778,11222
"TG 58:1|TG 16:0_24:0_18:1",118168,38634,3069428,5761,330817,33318,63400,61691,299841,24644,20970,8594,86481,1455058,9154,12682,9279
"TG 58:10|TG 18:0_20:5_20:5",16181,134480,5887,781050,9168,32725046,943790,46672,143326,269434,54927988,3746,3578,2023073,5999790,45457,11017
"TG 58:10|TG 18:2_18:3_22:5",NA,10590,312,1641,NA,5030480,16913,25558,4874,109846,5328380,483,898,16069,649578,992,1430
"TG 58:11|TG 18:1_20:5_20:5",911,2042,3692,102461,1847,20932144,776172,93160,1026,104393,16174436,2479,3601,1216576,4615322,2717,12948
"TG 58:2|TG 20:0_18:1_20:1",95116,899259,71328,194373,179345,519317,322080,67634,344144,301333,143967,24820,22808,192748,1374394,883117,156969
"TG 58:3|TG 18:1_20:1_20:1",102289,151884,20307,98847,33841,98368,146579,47528,350975,57949,8202,31224,26639,70514,49425,1238188,80379
"TG 58:7|TG 18:1_18:2_22:4",63609,3277168,96805,223537,164805,66992,2002446,77910,2390409,109016,42241,21055,487524,49430,153479,304266,24959
"TG 58:8|TG 18:1_18:1_22:6",469205,2215456,134655,168676,314630,52517,566534,288749,2180151,176983,23104,81911,529690,97299,19750,339599,28052
"TG 58:8|TG 18:1_18:2_22:5",109373,1242114,26682,86704,155457,206682,1024409,106066,672491,111707,61893,30195,118504,62659,217568,93365,5322
"TG 58:9|TG 18:1_18:2_22:6",526381,3034629,146720,335590,176109,431861,2713416,616422,2972528,425525,360177,80648,618702,310199,341956,236852,32682
"TG 60:11|TG 20:3_20:4_20:4",199,5180,3006,909,1212,3447883,13599,14531,385,15306,993197,37,2206,2029,378108,4232,5249
"TG 60:2|TG 24:0_18:1_18:1",134487,20730,1347760,1610,587532,41668,41828,552634,95499,25878,9265,2837,152422,324349,4442,6153,20906
"TG 60:3|TG 18:1_20:1_22:1",65964,56120,10418,46817,65698,744546,26115,28083,146281,5144,314346,5136,16546,84726,120689,844965,35924
