"DG(38:6)",1.3841e+10,1.6123e+10,1.8109e+10,1.6632e+10,1.6988e+10,1.6909e+10,1.44e+10,1.3679e+10,1.4618e+10,1.4429e+10
"DG(38:7)",1.47e+09,1.77e+09,1.85e+09,1.35e+09,1.69e+09,1.91e+09,1.23e+09,1.38e+09,1.74e+09,1.99e+09
"DG(38:8)",2.59e+08,3.39e+08,4.09e+08,3.5e+08,4.8e+08,3.12e+08,1.01e+09,2.43e+08,2.73e+08,4.53e+08
"DG(40:2)",39800000,47800000,37900000,43400000,57400000,31700000,39600000,13500000,25900000,23200000
"DG(40:3)",238500000,356700000,380200000,462500000,5.97e+08,4.24e+08,133700000,122700000,140300000,176800000
"DG(40:4)",127430928.355,221932230.721,307554898.035,275555680.796,343200000,273353378.629,94537578.272,97465158.329,111948644.334,1.3e+08
"DG(40:5)",7.57e+08,1.189e+09,1.516e+09,1.772e+09,1.521e+09,1.268e+09,661900000,9.68e+08,6.31e+08,1.245e+09
"DG(40:6)",2642400000,4.62e+09,5.462e+09,5.56e+09,5.456e+09,4.769e+09,2877500000,2513500000,3.071e+09,3.573e+09
"DG(40:7)",2511100000,4.325e+09,6.047e+09,5.108e+09,5.479e+09,4.639e+09,1798407990.045,2124039950.225,2752600000,4.399e+09
"DG(40:8)",7.13e+09,1.201e+10,1.442e+10,1.346e+10,1.252e+10,1.235e+10,6.23e+09,7.61e+09,9.09e+09,1.459e+10
"DG(40:9)",134600000,255200000,4.36e+08,3.33e+08,3.58e+08,3.57e+08,67200000,96700000,140500000,248700000
"DG(42:3)",28800000,22900000,19900000,11500000,35700000,18500000,16500000,8170004.861,9006202.641,4487805.408
"DG(42:6)",30300000,51100000,31800000,16400000,65400000,27100000,2.3e+07,10300000,18300000,32300000
"DG(42:7)",133100000,413400000,588500000,634100000,716100000,5.57e+08,89300000,91300000,103800000,183900000
"DG(50:0)",1.39e+08,43600000,33200000,16300000,11300000,4.2e+07,1.24e+08,1.28e+08,1.1e+08,86200000
"DG(50:1)",9.7e+07,21800000,16800000,1e+07,1.4e+07,28100000,84100000,91100000,76800000,47900000
"FA(22:5)",7.74e+08,7.73e+08,1.05e+09,1.17e+09,1.53e+09,7.6e+08,8.13e+08,3.47e+08,4.04e+08,6.32e+08
"FA(22:6)",8.33e+08,1.1e+09,1.7e+09,1.53e+09,1.38e+09,1.18e+09,7.12e+08,6.42e+08,1.02e+09,1.51e+09
