"lipidName","Cold-1","Cold-2","Cold-3","Cold-4","Cold-5","Cold-6","Cold-7","Cold-8","RT-1","RT-2","RT-3","RT-4","RT-5","RT-6","RT-7","RT-8","QC-1","QC-2","QC-3","QC-4","QC-5"
"TG(4:0/18:1/18:2)",1.7e+08,2.2e+08,1.4e+08,1.5e+08,1.9e+08,1.8e+08,1.5e+08,1.4e+08,1.8e+08,1.5e+08,1.5e+08,1.8e+08,1.5e+08,1.7e+08,1.5e+08,2.6e+08,1.9e+08,1.8e+08,1.7e+08,1.8e+08,2.5e+08
"TG(4:0/16:0/20:4)",1e+08,9.8e+07,8.9e+07,8.3e+07,1.3e+08,1.1e+08,8.2e+07,1.1e+08,9.5e+07,9.5e+08,8.3e+07,1.1e+08,8.9e+07,1.2e+08,8.2e+07,1.1e+08,9.1e+08,1.1e+08,9.5e+08,1e+09,1e+08
"TG(4:0/18:2/18:3)",8.7e+08,9.7e+08,9.1e+08,6.3e+08,8.8e+08,1e+09,8.4e+08,1e+09,1.3e+09,1.5e+09,1.5e+09,1.3e+09,1.4e+09,1.7e+09,1.3e+09,1.7e+09,1.3e+09,1.2e+09,1.2e+09,1.2e+09,1.2e+09
"TG(19:0/10:0/12:0)",9188277,8047656,3.2e+07,2.1e+07,2.7e+07,4.7e+07,1.2e+07,4.5e+07,3.8e+07,3.8e+07,7080581,4.2e+07,7121691,4090734,5455632,1.2e+07,2.5e+07,2.1e+07,1.9e+07,2.2e+07,2.6e+07
"TG(16:0/9:0/16:0)",2.8e+07,3.7e+07,8.3e+07,4.6e+07,6.2e+07,1.2e+08,3.9e+07,1.2e+08,1.2e+08,1.6e+08,4.1e+07,1.2e+08,3.9e+07,4.1e+07,3.8e+07,5.9e+07,7.4e+07,7.3e+07,6.4e+07,7.6e+07,7.5e+07
"TG(6:0/16:0/19:1)",4e+07,5.3e+07,6.9e+07,4.4e+07,5.5e+07,4.6e+07,5.9e+07,5.2e+07,5.6e+07,4.4e+07,4.5e+07,3.7e+07,5.1e+07,3.6e+07,4.6e+07,6.9e+07,5.9e+07,3.5e+07,4e+07,4.2e+07,6.3e+07
"TG(11:0/12:0/18:1)",4.2e+07,4.4e+07,7.5e+07,5.2e+07,7.3e+07,1.1e+08,4.2e+07,9.5e+07,1.3e+08,1.2e+08,5e+07,1.1e+08,4.9e+07,4.9e+07,4.5e+07,8.1e+07,6.4e+07,6.1e+07,5.8e+07,6.2e+07,7.1e+07
"TG(6:0/17:0/18:1)",7.1e+07,8.3e+07,8e+07,6.9e+07,1.3e+08,8.2e+07,1e+08,1.2e+08,3.5e+07,8e+07,1.1e+08,4.7e+07,7.1e+07,8.1e+07,9.7e+07,8.7e+07,7.7e+07,8.8e+07,8.6e+07,7.9e+07,8e+07
"TG(4:0/18:1/19:1)",8.3e+07,8.7e+07,8.5e+07,1.1e+08,8.8e+07,7.4e+07,1.1e+08,8.5e+07,8.2e+07,8.3e+07,8.6e+07,7.7e+07,8.3e+07,1.2e+08,8.4e+07,9.3e+07,8.2e+07,8.3e+07,7.5e+07,8.4e+07,8.1e+07
"TG(41:2)",3.2e+07,3.1e+07,3.3e+07,2.3e+07,4.3e+07,3.5e+07,3.2e+07,3.2e+07,3.8e+07,4.6e+07,4e+07,3.9e+07,3.3e+07,6.1e+07,4.5e+07,6.1e+07,4.2e+07,3.6e+07,3.6e+07,3.3e+07,4.7e+07
"TG(41:3)",2e+07,2.4e+07,2.3e+07,2.1e+07,2.2e+07,3.5e+07,2.1e+07,3.3e+07,2.2e+07,2.2e+07,2.3e+07,3.6e+07,3.4e+07,1.8e+07,4.5e+07,3.9e+07,2.7e+07,3.6e+07,2.1e+07,3.2e+07,3.4e+07
"TG(6:0/17:1/18:2)",4.2e+08,4.8e+08,4.9e+08,5.5e+08,6.2e+08,6e+08,5.4e+08,5.5e+08,5.1e+08,5.4e+08,4.9e+08,5.9e+08,5.4e+08,5.4e+08,4.9e+08,5.8e+08,5.3e+08,5.5e+08,5.2e+08,5.8e+08,5.4e+08
"TG(11:0/10:1/20:3)",4e+07,3.1e+07,2.6e+07,2.8e+07,4.3e+07,3.1e+07,2.9e+07,3e+07,3.2e+07,4.1e+07,4.5e+07,3.2e+07,3.6e+07,5.1e+07,4.8e+07,4.6e+07,4.1e+07,3.4e+07,4.2e+07,4.6e+07,5.1e+07
"TG(11:0/12:3/18:2)",1.5e+07,1.7e+07,2.3e+07,1.9e+07,2.4e+07,2e+07,1.6e+07,2.3e+07,2.7e+07,2.5e+07,2.5e+07,2.8e+07,2.4e+07,3.6e+07,2.4e+07,3e+07,2.5e+07,2.1e+07,2.5e+07,2.5e+07,2.2e+07
"TG(41:5)",1.8e+07,1.6e+07,1.6e+07,1.4e+07,2.3e+07,1.5e+07,1.4e+07,1.9e+07,1.1e+07,1.2e+07,1.1e+07,1.1e+07,1.3e+07,1.6e+07,1.3e+07,1.6e+07,1.3e+07,1.5e+07,1.5e+07,1.5e+07,1.4e+07
"TG(16:0/12:0/14:0)",1.4e+09,1.4e+09,4.3e+09,3.1e+09,3.9e+09,7.9e+09,2e+09,8.2e+09,7.6e+09,7.5e+09,1.7e+09,7e+09,1.2e+09,1e+09,1.2e+09,2.1e+09,3.5e+09,3.6e+09,3.5e+09,3.3e+09,3.7e+09
"TG(18:1/12:0/12:0)",1.7e+09,1.6e+09,5.4e+09,3.7e+09,4.8e+09,1.1e+10,2.7e+09,1.2e+10,8.2e+09,8.2e+09,1.7e+09,1e+10,1.5e+09,1.2e+09,1.4e+09,2.6e+09,4.5e+09,4.3e+09,4e+09,4.2e+09,4.4e+09
"TG(12:0/12:0/18:2)",3.8e+09,9.8e+08,7.5e+09,5e+09,7.1e+09,1.8e+10,4.1e+09,1.6e+10,1.3e+10,1.4e+10,1.3e+09,1.5e+10,8.6e+08,7.4e+08,8.6e+08,6.2e+09,6.5e+09,6.4e+09,6.4e+09,6.4e+09,6.8e+09
"TG(6:0/18:0/18:2)",2.2e+08,2.4e+08,3e+08,2.6e+08,2.8e+08,2.7e+08,2.3e+08,3.6e+08,2.7e+08,3.1e+08,3e+08,3.3e+08,2.8e+08,3e+08,1.5e+08,2.3e+08,2.2e+08,3e+08,2.7e+08,3.1e+08,3.5e+08
"TG(12:0/12:0/18:3)",4.7e+07,4.8e+07,5.7e+07,4.7e+07,6.5e+07,7.5e+07,5.3e+07,8e+07,7.5e+07,8e+07,6e+07,8.5e+07,6.1e+07,5.6e+07,4.8e+07,6.7e+07,7e+07,6.7e+07,6.1e+07,7e+07,7.7e+07
"TG(6:0/18:1/18:2)",1.9e+09,1.9e+09,2.2e+09,1.8e+09,2.6e+09,2.7e+09,2.8e+09,2.7e+09,3e+09,3e+09,2.6e+09,3.3e+09,2.5e+09,2.3e+09,2.1e+09,3.1e+09,3.3e+09,2.5e+09,2.4e+09,2.5e+09,2.6e+09
"TG(6:0/18:1/18:3)",5.9e+08,5.9e+08,5.1e+08,4.9e+08,5.8e+08,6e+08,6e+08,5.5e+08,6.1e+08,7.6e+08,6.7e+08,6.5e+08,6.4e+08,7e+08,6e+08,7.2e+08,7.5e+08,6.6e+08,5.8e+08,6.6e+08,7.7e+08
"TG(6:0/18:2/18:2)",1.1e+09,1.1e+09,1.3e+09,1e+09,1.4e+09,1.4e+09,1.1e+09,1.3e+09,1.5e+09,1.6e+09,1.7e+09,1.7e+09,1.4e+09,1.5e+09,1.3e+09,1.9e+09,1.4e+09,1.4e+09,1.4e+09,1.4e+09,1.3e+09
"TG(6:0/18:2/18:3)",2.8e+08,2.9e+08,3e+08,3.1e+08,6.9e+08,3.5e+08,3e+08,3.6e+08,2.8e+08,2.6e+08,2.2e+08,2.6e+08,2.7e+08,2.6e+08,2.4e+08,3.1e+08,3.3e+08,2.8e+08,2.7e+08,3.1e+08,3e+08
"TG(4:0/18:1/20:4)",1.1e+08,1.3e+08,1.2e+08,1.1e+08,1.7e+08,1.6e+08,1.1e+08,1.5e+08,1.4e+08,1.3e+08,1e+08,1.2e+08,1.1e+08,1.4e+08,1e+08,1.5e+08,1.3e+08,1.3e+08,1.2e+08,1.3e+08,1.3e+08
"TG(4:0/16:0/22:6)",5.3e+08,6.1e+08,4.9e+08,5.3e+08,7.9e+08,5e+08,5.1e+08,5.4e+08,4.1e+08,3.8e+08,3.1e+08,3.5e+08,3.7e+08,5.2e+08,3.7e+08,5.2e+08,4.9e+08,4.9e+08,4.7e+08,4.8e+08,4.8e+08
"TG(4:0/18:2/20:5)",1.7e+07,1.7e+07,1.7e+07,1.4e+07,2.8e+07,2.1e+07,1.5e+07,2e+07,2.7e+07,2.5e+07,1.9e+07,2.4e+07,1.7e+07,3.2e+07,1.8e+07,3.2e+07,2.1e+07,2.1e+07,2e+07,2.2e+07,2.5e+07
"TG(4:0/16:1/22:6)",3.7e+07,2.4e+07,2.1e+07,4e+07,4.5e+07,4.1e+07,3.3e+07,6.3e+07,3.1e+07,3.2e+07,1.1e+07,3e+07,1.5e+07,3.5e+07,2.8e+07,4.1e+07,3.9e+07,6.1e+07,3.5e+07,6.2e+07,3.5e+07
"TG(6:0/18:2/19:1)",6.7e+07,8e+07,8.8e+07,8.8e+07,7.1e+07,7.4e+07,7.7e+07,7e+07,7.3e+07,7.7e+07,8.7e+07,7.5e+07,7.5e+07,7.5e+07,7.8e+07,9.5e+07,8.9e+07,7.1e+07,7.3e+07,8.3e+07,7.5e+07
"TG(43:3)",9.8e+07,9.5e+07,8.1e+07,1.1e+08,1.2e+08,1e+08,1e+08,8.3e+07,8.4e+07,7.1e+07,8.9e+07,7e+07,1e+08,1.1e+08,1.1e+08,1.1e+08,1.1e+08,1.1e+08,1e+08,8.9e+07,1.2e+08
"TG(43:4)",7.5e+07,6.5e+07,6e+07,7.2e+07,6.2e+07,6.9e+07,8.1e+07,6.6e+07,6.4e+07,8.9e+07,8.3e+07,8.2e+07,6.9e+07,7.9e+07,7.2e+07,8.4e+07,7.3e+07,7e+07,7.8e+07,8.2e+07,7.6e+07
"TG(15:0/10:2/18:2)",1.7e+07,1.4e+07,2e+07,1.9e+07,2.3e+07,3.2e+07,2.1e+07,2.8e+07,2.3e+07,3.1e+07,2e+07,3.1e+07,4.6e+07,2.4e+07,2.2e+07,3e+07,2.2e+07,2.5e+07,2.3e+07,1.5e+07,2.2e+07
"TG(16:0/11:4/16:0)",1.6e+07,1.6e+07,1.7e+07,1.2e+07,2.2e+07,1.6e+07,2.2e+07,1.3e+07,1.3e+07,2.4e+07,1.7e+07,1.4e+07,1.5e+07,2.7e+07,2.2e+07,2.6e+07,2e+07,2e+07,1.7e+07,1.9e+07,2.1e+07
"TG(16:1/11:3/16:1)",2.6e+07,2.7e+07,4.7e+07,2.4e+07,6.1e+07,5.1e+07,3.3e+07,2.9e+07,2.8e+07,4.5e+07,3.4e+07,3.9e+07,4.1e+07,4.5e+07,6.2e+07,5.6e+07,4.5e+07,3.2e+07,3.7e+07,3.7e+07,3.4e+07
"TG(15:0/10:4/18:2)",1.9e+07,2e+07,2.2e+07,2.1e+07,3.4e+07,2.8e+07,2.2e+07,2.3e+07,1.6e+07,1.9e+07,1.6e+07,1.8e+07,2e+07,2.5e+07,2e+07,2.6e+07,2.3e+07,2.1e+07,1.9e+07,2.3e+07,2.1e+07
