"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"G6pc ",-1.92255821875,13.2401428671875,-4.00928542934024,0.00088415048538547,0.037664810677421,-0.555572591979566
"Cyp2a5 ",2.3292615625,16.9909663671875,3.97541555393619,0.000952015274701929,0.0394771054518843,-0.625139946522949
"Chac1 ",1.44774859375,4.2676121796875,3.97140502860978,0.000960390529559284,0.0394771054518843,-0.633378195055998
"Prtn3 ",1.262723734375,5.82064162109375,3.95486092533274,0.000995730217498382,0.0395894421730884,-0.667363711864676
"Aadat ",-1.6701615625,10.907313515625,-3.95431552536619,0.000996917237819981,0.0395894421730884,-0.668484124690956
"Nuf2 ",-1.488439328125,6.154345984375,-3.93527005210765,0.00103927226363279,0.0405835818948606,-0.707610105337483
"Gm20741 ",1.0450573125,4.469703578125,3.91613729495502,0.00108364197054142,0.0416225104422712,-0.74691655873457
"Fitm1 ",-2.560241890625,8.83660471484375,-3.88220064165446,0.00116707346817495,0.0435295885685982,-0.816635878886681
"Apol9a ",-1.712994515625,10.0584747617188,-3.87450731221455,0.001186866274102,0.0435295885685982,-0.832440473250767
"Fam83a ",-1.746246109375,6.21859528125,-3.8708075110896,0.00119650439251017,0.0435295885685982,-0.840040944166675
"Vcam1 ",1.08760307812501,8.449788734375,3.86658239530326,0.00120760702388343,0.0435295885685982,-0.848720455329349
"Jun ",-1.110010671875,6.03559619140625,-3.81924163734027,0.00133929847690526,0.0475450959301367,-0.945959501976002
"Hamp2 ",1.90400015625,14.2924542578125,3.78642310969621,0.00143894640574353,0.0501086480348021,-1.01335137216755
"Rnf125 ",-1.56227484375,14.07221921875,-3.77877254229798,0.00146322318587836,0.0501086480348021,-1.02905872222485
"Scp2 ",-1.3438896875,16.960617890625,-3.77083313542764,0.00148884993568837,0.0501086480348021,-1.04535778094563
"Kif5c ",1.841545640625,5.23026336328125,3.75994279947854,0.00152473358299663,0.0501086480348021,-1.06771258203285
"Pyroxd2 ",-1.1627914375,7.00725840625,-3.75534635950164,0.00154013724268379,0.0501086480348021,-1.07714693363423
"Cyp2a4 ",2.27623320312499,14.5062173242187,3.75526206217936,0.00154042118955582,0.0501086480348021,-1.07731995192195
