"","Count (COLD1)","Count (COLD2)","Count (COLD3)","Count (COLD4)","Count (RT1)","Count (RT2)","Count (RT3)","Count (RT4)","Count (RT5)"
"Gm5580",6.53898574467073,1.50212015244268,1.16652903957612,1.10460306809718,0,1.44846245625178,0.856579670803693,1.51861551010295,3.94123154372264
"Gm5614",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,2.08407912140137,1.44846245625178,0,1.51861551010295,0.788246308744527
"Mir27b",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,3.42631868321477,1.51861551010295,0
"Mir5100",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,2.08407912140137,1.44846245625178,0.856579670803693,0,1.57649261748905
"Mir702",0.817373218083841,0.500706717480894,2.33305807915223,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,1.57649261748905
"Rps19-ps5",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,2.08407912140137,1.44846245625178,1.71315934160739,0,0.788246308744527
"Snurf",0.817373218083841,0.500706717480894,3.49958711872835,1.10460306809718,6.25223736420411,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"AC122335.3",0.817373218083841,1.50212015244268,1.16652903957612,11.0460306809718,0,1.44846245625178,1.71315934160739,1.51861551010295,17.3414187923796
"Gm27734",0.817373218083841,1.50212015244268,1.16652903957612,1.10460306809718,2.08407912140137,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm5987",1.63474643616768,1.50212015244268,1.16652903957612,2.20920613619437,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Gm6177",0.817373218083841,1.50212015244268,1.16652903957612,1.10460306809718,2.08407912140137,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir708",1.63474643616768,1.50212015244268,1.16652903957612,0,1.04203956070068,1.44846245625178,0.856579670803693,0,1.57649261748905
"Gm6685",4.08686609041921,6.50918732725162,4.66611615830447,4.41841227238873,7.29427692490479,4.34538736875533,4.28289835401846,0,5.51772416121169
"Gm12242",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,0,0,0.856579670803693,1.51861551010295,0.788246308744527
"Gm13698",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,0,0.856579670803693,0,1.57649261748905
"Gm15795",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,0,0,0.856579670803693,1.51861551010295,0.788246308744527
"Gm23375",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,0,1.44846245625178,0.856579670803693,0,0.788246308744527
"Gm23925",0.817373218083841,0.500706717480894,1.16652903957612,0,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Gm24895",0.817373218083841,0.500706717480894,0,1.10460306809718,0,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm4943",0.817373218083841,0.500706717480894,2.33305807915223,0,1.04203956070068,4.34538736875533,0.856579670803693,0,0.788246308744527
"Gm5388",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,0,1.44846245625178,0.856579670803693,0,0.788246308744527
"Gm5944",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0,0,0.788246308744527
"Gm6913",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0,1.51861551010295,0.788246308744527
"Gm8976",0.817373218083841,0.500706717480894,2.33305807915223,1.10460306809718,1.04203956070068,1.44846245625178,0,0,0.788246308744527
"Mir3069",0.817373218083841,0.500706717480894,1.16652903957612,0,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Mir5134",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,0,0
"Mir6945",0.817373218083841,0.500706717480894,1.16652903957612,0,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mir6979",0.817373218083841,0.500706717480894,0,1.10460306809718,2.08407912140137,0,0.856579670803693,3.0372310202059,0.788246308744527
"Mir7065",0.817373218083841,0.500706717480894,1.16652903957612,0,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"n-R5s106",0.817373218083841,0.500706717480894,1.16652903957612,2.20920613619437,1.04203956070068,0,0.856579670803693,0,0.788246308744527
"n-R5s130",0.817373218083841,0.500706717480894,1.16652903957612,2.20920613619437,1.04203956070068,0,0.856579670803693,0,0.788246308744527
"n-R5s189",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,0,0,0.856579670803693,1.51861551010295,0.788246308744527
"Rpl15-ps1",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0,1.51861551010295,0.788246308744527
"Rpl23a-ps14",0.817373218083841,0.500706717480894,1.16652903957612,0,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Rpl7a-ps2",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0
"Snord16a",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,0,0,0.856579670803693,1.51861551010295,0.788246308744527
"Snord50b",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,0,2.56973901241108,1.51861551010295,0.788246308744527
"Snord52",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,0,0,0.856579670803693,1.51861551010295,0.788246308744527
"Snord95",0.817373218083841,0.500706717480894,1.16652903957612,0,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"AC099934.1",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,468.917802315308,608.354231625747,0.856579670803693,1.51861551010295,0.788246308744527
"CT030181.1",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,0,0,1.51861551010295,0.788246308744527
"Gm14650",0.817373218083841,0,0,1.10460306809718,1.04203956070068,0,0.856579670803693,0,0.788246308744527
"Gm23130",0.817373218083841,0.500706717480894,0,1.10460306809718,0,0,0.856579670803693,1.51861551010295,0.788246308744527
"Gm23238",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,2.89692491250355,1.71315934160739,3.0372310202059,0.788246308744527
"Gm24016",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,4.16815824280274,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm24757",1.63474643616768,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm24830",0.817373218083841,1.00141343496179,2.33305807915223,1.10460306809718,5.21019780350342,1.44846245625178,0.856579670803693,4.55584653030885,0.788246308744527
"Gm24865",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,5.99605769562585,1.51861551010295,0.788246308744527
"Gm25855",0.817373218083841,0,0,1.10460306809718,1.04203956070068,0,0.856579670803693,0,0.788246308744527
"Gm26232",0.817373218083841,1.00141343496179,2.33305807915223,1.10460306809718,7.29427692490479,2.89692491250355,0.856579670803693,7.59307755051475,0.788246308744527
"Gm27762",1.63474643616768,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm27855",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,2.08407912140137,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm27957",0.817373218083841,0.500706717480894,0,1.10460306809718,0,0,0.856579670803693,1.51861551010295,0.788246308744527
"Gm28659",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0,0,0.788246308744527
"Gm42671",1.63474643616768,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm42793",1.63474643616768,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm43521",0.817373218083841,0.500706717480894,0,1.10460306809718,0,0,0.856579670803693,1.51861551010295,0.788246308744527
"Gm43622",0.817373218083841,1.00141343496179,0,1.10460306809718,0,0,0.856579670803693,0,0.788246308744527
"Gm5139",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,0,0,1.51861551010295,0.788246308744527
"Gm7870",0.817373218083841,0.500706717480894,0,1.10460306809718,0,0,0.856579670803693,1.51861551010295,0.788246308744527
"Gm8276",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,0,1.71315934160739,0,0.788246308744527
"Gm9034",0.817373218083841,1.50212015244268,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,1.71315934160739,0,0.788246308744527
"Gm9728",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,0,0,1.51861551010295,0.788246308744527
"Mir101a",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,1.71315934160739,1.51861551010295,0.788246308744527
"Mir1902",0.817373218083841,0.500706717480894,0,1.10460306809718,0,0,0.856579670803693,1.51861551010295,0.788246308744527
"Mir207",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,3.12611868210205,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir331",0.817373218083841,0.500706717480894,0,1.10460306809718,0,0,0.856579670803693,1.51861551010295,0.788246308744527
"Mir3474",0.817373218083841,2.00282686992357,2.33305807915223,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,6.0744620404118,0.788246308744527
"Mir6913",1.63474643616768,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir6963",0.817373218083841,1.00141343496179,0,1.10460306809718,0,0,0.856579670803693,0,0.788246308744527
"Mir7677",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0,0,0.788246308744527
"Mir8112",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,2.08407912140137,4.34538736875533,0.856579670803693,1.51861551010295,0.788246308744527
"Olfr784",0.817373218083841,0.500706717480894,0,1.10460306809718,0,0,0.856579670803693,1.51861551010295,0.788246308744527
"Rps12-ps22",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0,0,0.788246308744527
"Rps12-ps23",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0,0,0.788246308744527
"Snora7a",18.7995840159283,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,28.853694691956,0.788246308744527
"Snord21",0.817373218083841,0.500706717480894,0,1.10460306809718,0,0,0.856579670803693,1.51861551010295,0.788246308744527
"AC125099.1",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,2.08407912140137,1.44846245625178,0.856579670803693,0,0.788246308744527
"AC159475.1",2.45211965425152,1.00141343496179,1.16652903957612,2.20920613619437,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm10161",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0
"Gm13246",0.817373218083841,1.50212015244268,1.16652903957612,1.10460306809718,3.12611868210205,0,0.856579670803693,0,0.788246308744527
"Gm14143",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0
"Gm15467",2.45211965425152,1.00141343496179,1.16652903957612,0,1.04203956070068,1.44846245625178,0.856579670803693,4.55584653030885,1.57649261748905
"Gm22240",0.817373218083841,0.500706717480894,1.16652903957612,0,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm23419",1.63474643616768,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,3.15298523497811
"Gm25994",380.89591962707,14.5204948069459,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm28308",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,0,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm36961",0.817373218083841,1.50212015244268,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,1.57649261748905
"Gm43535",0.817373218083841,1.00141343496179,1.16652903957612,0,4.16815824280274,1.44846245625178,0.856579670803693,0,0.788246308744527
"Gm4875",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,3.12611868210205,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mir1906-2",0,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mir6936",0.817373218083841,0.500706717480894,1.16652903957612,0,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir6992",0.817373218083841,0,1.16652903957612,1.10460306809718,0,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir704",2.45211965425152,1.50212015244268,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,3.0372310202059,0.788246308744527
"n-R5s215",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,2.08407912140137,0,0.856579670803693,1.51861551010295,0.788246308744527
"Rpl21-ps1",1.63474643616768,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,1.57649261748905
"Zfp941",5.72161252658689,1.00141343496179,1.16652903957612,6.6276184085831,1.04203956070068,1.44846245625178,0.856579670803693,0,3.15298523497811
"Gm6222",3.26949287233537,3.50494702236626,3.49958711872835,11.0460306809718,3.12611868210205,2.89692491250355,3.42631868321477,1.51861551010295,5.51772416121169
"AC121821.1",0.817373218083841,0.500706717480894,0,0,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"AC134596.1",0.817373218083841,0.500706717480894,0,0,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"AC160561.1",0.817373218083841,0.500706717480894,1.16652903957612,0,1.04203956070068,0,0.856579670803693,0,0.788246308744527
"Gm14278",0.817373218083841,0.500706717480894,0,0,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Gm22059",0.817373218083841,0.500706717480894,1.16652903957612,0,1.04203956070068,0,0.856579670803693,0,0.788246308744527
"Gm4877",0.817373218083841,0.500706717480894,0,0,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Mir1949",0.817373218083841,0.500706717480894,1.16652903957612,0,1.04203956070068,0,0.856579670803693,0,0.788246308744527
"Mir7117",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,0,0.856579670803693,0,0.788246308744527
"Mir7652",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,0,0.856579670803693,0,0.788246308744527
"Rpl17-ps1",0.817373218083841,0.500706717480894,0,0,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"AC117232.1",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,1.57649261748905
"AC124360.2",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,0,0.788246308744527
"Gm11979",0.817373218083841,1.50212015244268,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,1.57649261748905
"Gm12468",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Gm13365",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Gm22077",0.817373218083841,11.5162545020606,1.16652903957612,1.10460306809718,1.04203956070068,4.34538736875533,0.856579670803693,1.51861551010295,0.788246308744527
"Gm22396",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,1.57649261748905
"Gm22744",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Gm22774",0.817373218083841,1.00141343496179,1.16652903957612,1.10460306809718,3.12611868210205,4.34538736875533,0.856579670803693,3.0372310202059,0.788246308744527
"Gm24312",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,0,0.788246308744527
"Gm24411",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Gm25296",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Gm26205",0.817373218083841,1.00141343496179,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,2.56973901241108,1.51861551010295,0.788246308744527
"Gm27444",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Gm27995",0.817373218083841,0,0,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Gm36931",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,26.0121281885694
"Gm37421",0.817373218083841,1.00141343496179,1.16652903957612,1.10460306809718,1.04203956070068,4.34538736875533,1.71315934160739,1.51861551010295,0.788246308744527
"Gm43520",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,0,0.788246308744527
"Gm4959",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Gm6378",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,3.15298523497811
"Gm7278",0.817373218083841,1.50212015244268,1.16652903957612,1.10460306809718,1.04203956070068,8.69077473751067,0.856579670803693,0,2.36473892623358
"Gm7669",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,2.89692491250355,0.856579670803693,0,0.788246308744527
"Gm7847",0.817373218083841,1.00141343496179,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0,1.51861551010295,1.57649261748905
"Gm8062",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Gm8885",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,4.34538736875533,0.856579670803693,4.55584653030885,2.36473892623358
"Iglj2",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,64.6361973170512
"Mir1966",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,2.36473892623358
"Mir2139",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,4.55584653030885,16.5531724836351
"Mir675",0.817373218083841,8.0113074796943,1.16652903957612,1.10460306809718,1.04203956070068,236.09938036904,0.856579670803693,1.51861551010295,0.788246308744527
"Mir6950",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,1.57649261748905
"Mir7014",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Mir7020",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,0,0.788246308744527
"Mir7116",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,1.57649261748905
"Mir7649",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Mir8108",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Mir8119",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,2.36473892623358
"n-R5s118",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,0,0.788246308744527
"Rnu1b6",0.817373218083841,1.00141343496179,1.16652903957612,1.10460306809718,5.21019780350342,1.44846245625178,0.856579670803693,4.55584653030885,0.788246308744527
"Rpl23a-ps1",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,2.36473892623358
"Rps12-ps21",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,0,0.788246308744527
"Snora15",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,1.57649261748905
"Snora3",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Snora44",0.817373218083841,1.00141343496179,1.16652903957612,1.10460306809718,2.08407912140137,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Snord50a",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,21.2826503361022
"AC122844.1",0.817373218083841,1.00141343496179,1.16652903957612,2.20920613619437,1.04203956070068,1.44846245625178,1.71315934160739,1.51861551010295,1.57649261748905
"Gm12176",0.817373218083841,1.50212015244268,1.16652903957612,0,2.08407912140137,1.44846245625178,1.71315934160739,0,1.57649261748905
"Gm13285",1.63474643616768,1.00141343496179,1.16652903957612,1.10460306809718,2.08407912140137,1.44846245625178,1.71315934160739,1.51861551010295,0.788246308744527
"Gm32536",0.817373218083841,1.50212015244268,1.16652903957612,1.10460306809718,3.12611868210205,1.44846245625178,0.856579670803693,1.51861551010295,1.57649261748905
"Gm37025",0.817373218083841,1.50212015244268,1.16652903957612,1.10460306809718,4.16815824280274,1.44846245625178,0.856579670803693,1.51861551010295,1.57649261748905
"Gm6394",1.63474643616768,1.00141343496179,1.16652903957612,2.20920613619437,1.04203956070068,1.44846245625178,0,1.51861551010295,1.57649261748905
"AC132304.1",0.817373218083841,1.00141343496179,2.33305807915223,1.10460306809718,1.04203956070068,1.44846245625178,0,1.51861551010295,0.788246308744527
"AC157822.1",0.817373218083841,0.500706717480894,634.591797529407,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,768.419448112093,0.788246308744527
"Gm12987",0.817373218083841,1.50212015244268,3.49958711872835,1.10460306809718,1.04203956070068,4.34538736875533,0.856579670803693,0,0.788246308744527
"Gm13321",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0,1.51861551010295,0.788246308744527
"Gm22333",1.63474643616768,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Gm23187",0.817373218083841,0.500706717480894,32.6628131081313,1.10460306809718,1.04203956070068,10.1392371937624,0.856579670803693,1.51861551010295,0.788246308744527
"Gm23450",0.817373218083841,0.500706717480894,1.16652903957612,2.20920613619437,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm25692",0.817373218083841,0.500706717480894,4.66611615830447,1.10460306809718,1.04203956070068,5.79384982500711,0.856579670803693,1.51861551010295,0.788246308744527
"Gm25911",0,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm26330",26.9733161967668,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,15.1861551010295,0.788246308744527
"Gm27322",0.817373218083841,0.500706717480894,2.33305807915223,1.10460306809718,1.04203956070068,4.34538736875533,0.856579670803693,1.51861551010295,0.788246308744527
"Gm27373",0.817373218083841,0.500706717480894,2.33305807915223,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm27404",0.817373218083841,0.500706717480894,2.33305807915223,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm27920",0.817373218083841,0.500706717480894,20.9975227123701,1.10460306809718,1.04203956070068,5.79384982500711,0.856579670803693,1.51861551010295,0.788246308744527
"Gm5259",1.63474643616768,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Gm5297",0.817373218083841,1.50212015244268,1.16652903957612,0,1.04203956070068,1.44846245625178,0.856579670803693,4.55584653030885,0.788246308744527
"Gm6272",0,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir21a",0.817373218083841,7.00989404473251,0,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Mir3098",0.817373218083841,0.500706717480894,17.4979355936417,1.10460306809718,1.04203956070068,15.9330870187696,0.856579670803693,1.51861551010295,0.788246308744527
"Mir6901",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0,1.51861551010295,0.788246308744527
"Mir6943",0.817373218083841,2.00282686992357,1.16652903957612,2.20920613619437,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Mir7080",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0,1.51861551010295,0.788246308744527
"Rpl26-ps4",4.08686609041921,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,3.0372310202059,0.788246308744527
"AC084391.1",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"AC164424.5",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"AC172027.4",0.817373218083841,1.00141343496179,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,3.15298523497811
"Atp6v0c-ps1",0.817373218083841,0.500706717480894,2.33305807915223,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Gm12222",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm12912",1.63474643616768,1.00141343496179,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm14046",0.817373218083841,1.00141343496179,0,1.10460306809718,0,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm16298",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Gm22643",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Gm23212",0.817373218083841,0.500706717480894,0,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,1.51861551010295,0.788246308744527
"Gm23394",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,1.51861551010295,0.788246308744527
"Gm23991",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,1.44846245625178,0.856579670803693,0,0.788246308744527
"Gm24134",0.817373218083841,0.500706717480894,1.16652903957612,1.10460306809718,1.04203956070068,0,0.856579670803693,6.0744620404118,0.788246308744527
