"subclass","COS7OA_1","COS7OA_2","COS7OA_3","COS7OADGAT1.2i_1","COS7OADGAT1.2i_2","COS7OADGAT1.2i_3","COSOADGAT1i_1","COSOADGAT1i_2","COSOADGAT1i_3","COSOADGAT2i_1","COSOADGAT2i_2","COSOADGAT2i_3"
"TG(42:4)",1592464.729,1143191.65,2811222.215,14600000,5758665.277,19700000,8207713.848,11200000,9326290.973,1383458.479,2526096.794,3085878.671
"TG(42:5)",11100000,9419589.18,14400000,9.2e+07,44400000,1.79e+08,57100000,1.51e+08,57900000,10300000,15300000,16800000
"TG(42:6)",2e+07,16500000,27400000,99400000,47600000,2.56e+08,65500000,2.53e+08,63100000,15800000,3.1e+07,36100000
"TG(44:0)",43900000,55200000,30800000,25300000,6.2e+07,1.22e+08,73400000,1.61e+08,43500000,50300000,25400000,46600000
"TG(44:1)",32100000,23700000,25500000,21500000,20600000,11600000,18300000,26300000,21400000,24200000,28600000,33700000
"TG(44:2)",2441687.565,9993624.721,14900000,118968.779,103841.93,54500000,470148.963,20300000,NA,1.1e+07,16700000,21500000
"TG(44:5)",970321.128,2904396.976,2704470.816,13800000,5338744.335,1.2e+07,7748079.366,10100000,8135322.567,1879693.938,2794272.039,3205940.01
"TG(44:6)",16700000,732757.827,2300985.312,8699890.944,3687089.349,1.4e+07,4307285.353,10700000,4511072.474,1417558.117,2300282.394,3179246.091
"TG(44:8)",262833.67,400522.583,823183.055,365531.03,229598.232,19900000,313910.95,20700000,646173.86,600382.137,505393.175,883376.052
"TG(46:0)",1.67e+08,66200000,70300000,1.08e+08,1.17e+08,1.37e+08,1.22e+08,1.5e+08,1.21e+08,71200000,52500000,50900000
"TG(46:1)",1.16e+08,6.3e+07,83800000,70100000,56800000,80200000,50200000,82900000,60300000,78900000,89300000,98900000
"TG(46:2)",65800000,53400000,73200000,31300000,11100000,17700000,6744119.659,20900000,7630551.555,58700000,82800000,1.03e+08
"TG(48:0)",62500000,181060.8792,690277.4184,203140.951,NA,NA,NA,NA,202650.795,256498.2765,120082.2714,392240.7795
"TG(48:1)",6.67e+08,2.37e+08,3.15e+08,1.78e+08,1.62e+08,2.35e+08,1.44e+08,2.19e+08,1.24e+08,2.48e+08,3.51e+08,3.92e+08
"TG(48:2)",308500000,210200000,305600000,131092946.651,101079023.845,234200000,96202659.426,217200000,95489642.679,234400000,290500000,391800000
"TG(48:3)",44200000,39600000,4.6e+07,30600000,23900000,67700000,27700000,5.5e+07,22800000,4e+07,61100000,7.2e+07
"TG(50:0)",2.86e+08,9.3e+07,9.8e+07,69300000,78100000,82200000,86100000,64800000,71300000,86800000,92700000,98600000
"TG(50:1)",2602100000,617500000,849500000,367900000,303100000,787920633.121,253837452.397,647044669.181,253300000,6.8e+08,874500000,1096300000
"TG(50:2)",3214932221.629,1806781377.0976,2512579963.7239,559636334.957,325562118.849,1237208787.276,304162658.9875,341967538.666,351738812.599,1936658789.78,2730079293.1564,3139568502.26
"TG(50:3)",538100000,376198748.235,577108297.305,184101212.711,138111911.07,325400000,146100000,265400000,122847289.22,419985766.2169,627577324.27,810952704.1277
"TG(50:4)",67900000,85400000,113900000,53300000,33300000,147800000,32700000,138500000,37600000,84200000,129800000,166200000
"TG(50:5)",11200000,15700000,28300000,10200000,26300000,30100000,7795044.567,3363889.575,8016361.351,17100000,25100000,66200000
"TG(52:0)",11900000,4.5e+07,14500000,11200000,9862072.92,13300000,11100000,1.4e+07,492396.015,516099.5709,15300000,15500000
"TG(52:1)",1183900000,389800000,578700000,255900000,172400000,236371430.302,174200000,162067825.424,158106020.467,452380753.115,629900000,799700000
"TG(52:2)",8.115e+09,4.857e+09,5.82e+09,1.69e+09,1180100000,1931800000,1130100000,1366678303.257,1211300000,5.067e+09,6.583e+09,7.88e+09
"TG(52:3)",4912200000,4678180925.945,6158113830.077,1097980942.4162,664800184.501,987067372.771,666448609.132,1714116440.556,698401108.231,4948804982.59,6956382226.6108,7962327970.145
"TG(52:4)",629100000,437705841.0144,529892569.948,198124683.985,178500000,853500000,224942883.3158,800027609.5082,224800002.284,464342582.945,566013198.515,714963539.0487
"TG(52:5)",388200000,368900000,499600000,200800000,148800000,491300000,1.36e+08,4.71e+08,145600000,462200000,555500000,640700000
"TG(52:6)",48156881.372,64793421.11,99040844.768,50526353.266,31466442.646,22644935.3,24986483.434,61300000,26630155.778,78830032.307,120965059.827,147854472.081
"TG(52:7)",4936556.479,13500000,20300000,12800000,5931620.112,25400000,6976394.934,20200000,7145020.951,14400000,26100000,31700000
"TG(54:0)",24100000,51200000,28200000,58200000,22200000,1.6e+07,22700000,22100000,18200000,26100000,27300000,28400000
"TG(54:1)",3312591.762,13100000,966268.4382,4659003.228,674786.8989,397600.181,NA,0.754,NA,645577.4268,1467914.526,4834639.153
"TG(54:2)",4.46e+09,4.2e+09,5.64e+09,7.69e+08,5.01e+08,5.63e+08,4.42e+08,3.33e+08,4.77e+08,4.52e+09,6.71e+09,8.02e+09
"TG(54:3)",41185700000,44877000017.226,54229175843.95,13118900000,8471900000,12308274926.872,7961600000,8264298606.361,8.751e+09,4.5169e+10,6.1326e+10,6.4366e+10
"TG(54:4)",5147030096.123,5431300000,7352600000,1143418614.827,749539499.287,1782189768.592,712210225.955,1430237340.42,721280555.0179,5828100000,8303500000,9509189610.817
"TG(54:5)",1660400000,1619400000,1969814437.5368,830700000,543500000,2014167703.6753,502400000,1825467542.2696,525070130.209,1762700000,1756100000,3045800000
"TG(54:6)",351100000,6.17e+08,9.38e+08,321900000,2.3e+08,2.138e+09,157100000,2.17e+09,205600000,6.92e+08,1.036e+09,1116500000
"TG(54:7)",82200000,105749776.268,208100000,98200000,42643063.124,467400000,30400000,4.9e+08,74200000,115428069.084,235100000,218600000
"TG(54:8)",22300000,30318618.0475,51082153.68,27276368.4591,16847922.042,99900000,17465289.799,102600000,18020254.3383,37221809.183,57842628.9114,75257237.977
"TG(56:1)",4387205.598,16800000,757574.3568,408461.7825,1610913.245,2724993.632,1186150.935,1450995.198,1468782.673,892133.535,312946.8825,32900000
"TG(56:10)",5701895.462,11300000,14900000,8268851.608,4586087.505,15300000,4566674.651,10800000,4482354.196,14400000,21600000,23100000
"TG(56:2)",2.64e+08,2.12e+08,2.98e+08,43100000,2.6e+07,22200000,27800000,12900000,29400000,1.88e+08,4.23e+08,4.76e+08
"TG(56:3)",7301984.562,4667630.566,13200000,686775.284,170050.517,44912.685,364140.826,NA,205329.433,7981500.969,11800000,9448195.528
"TG(56:4)",1081400000,1.284e+09,1592500000,376600000,240600000,365800000,239900000,259300000,242500000,1.27e+09,1.792e+09,1831200000
"TG(56:5)",4582400000,4705800000,6057900000,1869258818.04,1108566946.082,1935936211.591,945266350.599,1399123016.42,1172131869.083,5507700000,7200700000,7735700000
"TG(56:6)",8244400000,7.844e+09,9872600000,3250500000,1.953e+09,3.494e+09,1714600000,3.062e+09,2049200000,8886600000,1.193e+10,1.2871e+10
"TG(56:7)",2.406e+09,2.886e+09,3.96e+09,1.395e+09,7.38e+08,1.608e+09,6.9e+08,1.128e+09,8.19e+08,3.337e+09,4.63e+09,5.22e+09
"TG(56:8)",3.99e+08,4.75e+08,6.95e+08,2.37e+08,1.24e+08,3.36e+08,1.44e+08,2.71e+08,1.4e+08,5.28e+08,8.62e+08,9.91e+08
"TG(56:9)",32600000,39700000,53900000,33500000,18300000,50400000,19300000,43100000,2.2e+07,47300000,73900000,80700000
"TG(58:10)",1.06e+08,1.28e+08,1.77e+08,1.02e+08,56300000,1.45e+08,48300000,1.09e+08,60700000,1.6e+08,2.29e+08,2.66e+08
"TG(58:11)",62300000,66199166.846,93600000,43500000,24604657.319,69600000,22544533.689,47598495.652,26731167.81,8.2e+07,127500000,116391240.4726
"TG(58:2)",59200000,149400000,1.45e+08,191800000,35835060.2411,14280177.496,11053425.794,11005709.7214,3118170.619,23898342.562,154400000,3.04e+08
"TG(58:3)",2.18e+09,2.41e+09,3.75e+09,2.39e+08,1.47e+08,1.2e+08,1.5e+08,69700000,1.44e+08,2.5e+09,4.48e+09,5.14e+09
"TG(58:4)",5.27e+08,5.67e+08,7.65e+08,1.16e+08,68900000,1.04e+08,84100000,62900000,88900000,5.96e+08,9.19e+08,1.05e+09
"TG(58:5)",1256500000,1639100000,2254100000,535800000,323890529.815,418535868.672,245304042.507,267773009.268,270168543.791,1808800000,2.77e+09,2742900000
"TG(58:6)",4019100000,4204900000,5423200000,2459404699.258,1444290059.809,2595450090.875,1295550334.433,1792783820.612,1465763294.88,4746500000,6677600000,6978500000
"TG(58:7)",5123900000,5589800000,6893300000,3103200000,1787149630.203,3511600000,1657237720.63,2646100994.539,1936874416.17,6332600000,8.422e+09,9.016e+09
"TG(58:8)",782857.3653,2418016.282,3943206.203,374229.6666,164590.035,NA,188913.375,NA,386685.225,1610299.616,1804304.63,2237488.969
"TG(58:9)",5.62e+08,8e+08,1.08e+09,3.77e+08,2.42e+08,5.59e+08,1.81e+08,4.34e+08,2.2e+08,7.59e+08,1.35e+09,1.2e+09
"TG(60:10)",618400000,741700000,1023200000,576900000,283900000,652614045.484,254675528.239,546121328.859,333700000,8.84e+08,1240300000,1363100000
"TG(60:11)",5.75e+08,5.33e+08,9.39e+08,2.78e+08,1.48e+08,4.78e+08,1.46e+08,2.76e+08,2.48e+08,6.49e+08,9.72e+08,1.11e+09
"TG(60:12)",8.1e+07,85100000,1.54e+08,7.9e+07,33400000,1.13e+08,37500000,85800000,34900000,1.07e+08,1.79e+08,1.87e+08
"TG(60:2)",32762598.239,56900000,52400000,129400000,14505572.671,5088877.554,15550500.001,2448330.134,145165.442,2510425.5558,70100000,66900000
"TG(60:3)",1844903.678,52800000,44800000,99200000,3555851.719,1640850.227,1945718.956,298353.016,NA,658602.1575,71800000,1.24e+08
"TG(60:4)",24600000,16700000,44700000,1779465.43,724693.333,176186.967,176981.684,NA,203129.938,19200000,30600000,33700000
"TG(60:5)",3.1e+08,3.29e+08,5.47e+08,1.23e+08,86900000,99300000,67700000,49500000,68900000,3.84e+08,5.93e+08,8.03e+08
"TG(60:6)",1.75e+09,1.98e+09,2.7e+09,6.76e+08,3.8e+08,6.23e+08,3.46e+08,3.83e+08,3.77e+08,2.25e+09,3.38e+09,3.98e+09
"TG(60:7)",4e+09,4.53e+09,6.17e+09,1.51e+09,8.47e+08,1.75e+09,8.19e+08,1.24e+09,8.2e+08,5.09e+09,7.19e+09,8.11e+09
"TG(60:8)",7.11e+08,8.12e+08,1.094e+09,6.01e+08,2.64e+08,239700000,3.12e+08,4.76e+08,3.7e+08,1.114e+09,1.616e+09,1.61e+09
"TG(60:9)",3.47e+08,5.99e+08,9.62e+08,7.76e+08,4.66e+08,7.71e+08,398200000,564800000,5e+08,8.64e+08,1.191e+09,1.151e+09
"TG(62:10)",3.38e+08,3.53e+08,4.64e+08,4.48e+08,2.48e+08,4.83e+08,2.62e+08,3.82e+08,2.49e+08,4.15e+08,5.97e+08,5.84e+08
"TG(62:11)",2.3e+08,2.73e+08,3.45e+08,2.97e+08,1.32e+08,3.44e+08,1.44e+08,2.56e+08,1.63e+08,3.31e+08,4.62e+08,5.02e+08
"TG(62:12)",2.37e+08,2.98e+08,4.28e+08,2.23e+08,1.24e+08,2.88e+08,1.15e+08,2.54e+08,1.33e+08,4.03e+08,5.96e+08,6.54e+08
"TG(62:13)",1.59e+08,1.92e+08,2.6e+08,8.2e+07,4.3e+07,1.08e+08,43100000,90100000,44500000,2.33e+08,3.54e+08,3.81e+08
"TG(62:3)",38900000,1.9e+08,2.03e+08,3.58e+08,1.8e+07,6341601.285,6127949.441,4504963.53,380385.92,2168994.915,2.16e+08,3.84e+08
"TG(62:4)",24200000,72600000,74600000,133900000,1115161.824,1375777.6518,657342.0227,336143.685,217733.197,2548818.6128,44631688.041,159400000
"TG(62:5)",36700000,41800000,57700000,11600000,6434679.797,293555.6415,6196243.942,1498304.49,4353975.82,26900000,47400000,60500000
"TG(62:6)",330400000,366500000,519400000,112800000,69100000,91000501.68,65818641.806,60494956.067,47049466.302,4.07e+08,667500000,7.79e+08
"TG(62:7)",581228267.398,645219538.02,995679933.179,210276777.696,123354801.554,182801968.1855,119306838.1007,125781880.885,124032764.242,7.47e+08,1197100000,1.416e+09
"TG(62:8)",2.1e+08,2.53e+08,3.55e+08,168300000,97700000,158600000,83100000,126800000,96800000,3.01e+08,4.33e+08,4.31e+08
"TG(62:9)",1.87e+08,2.24e+08,2.81e+08,3.51e+08,1.84e+08,4.27e+08,1.7e+08,2.85e+08,1.91e+08,1.74e+08,4.49e+08,4.59e+08
"TG(64:10)",1.01e+08,1.04e+08,1.45e+08,2.36e+08,1.27e+08,2.69e+08,1.17e+08,1.94e+08,1.05e+08,1.3e+08,1.78e+08,2.49e+08
"TG(64:11)",68500000,96900000,1.12e+08,1.23e+08,64600000,1.3e+08,68600000,90100000,1.16e+08,1.15e+08,1.37e+08,1.47e+08
"TG(64:12)",1.33e+08,1.73e+08,2.33e+08,1.17e+08,61700000,1.65e+08,66400000,1.07e+08,69800000,2.01e+08,2.84e+08,3.07e+08
"TG(64:3)",NA,5341847.699,4215088.295,22100000,169153.852,NA,NA,NA,NA,NA,4881097.208,1.3e+07
"TG(64:7)",1.02e+08,89500000,1.74e+08,41200000,18900000,31400000,18600000,7922995.476,23400000,99900000,1.65e+08,2.05e+08
"TG(64:8)",48900000,60100000,66800000,37500000,24100000,36500000,21200000,24900000,21200000,65600000,9.9e+07,1.16e+08
"TG(64:9)",21400000,23400000,27600000,95600000,52600000,1.07e+08,56400000,82900000,64600000,32500000,45200000,23100000
"TG(66:12)",9393251.264,7222084.023,13800000,10400000,3831312.318,8516695.94,3863293.166,6668429.087,4247184,1.4e+07,15200000,17300000
"TG(66:8)",13600000,1.7e+07,27400000,12100000,107570.4591,9993075.817,4288983.177,5748120.1,6171470.343,672679.2225,30700000,35600000
"TG(66:9)",16200000,17500000,24400000,21500000,14300000,24200000,12900000,1.7e+07,13400000,21400000,30400000,41200000
