"subclass","OA_01","OA_02","OA_03","X1i_2i_01","X1i_2i_02","X1i_2i_03"
"TG(50:11)",9114879,4361840,11158429,64349608,36475704,38478032
"TG(50:2)",4162283376,5407900648,5137177922,1956550426,1809044526,1665097732
"TG(50:3)",1895893120,2313771638,2143260970,830583289,668014802,618207429
"TG(50:4)",398832160,488729440,458870176,280295328,307625280,312447392
"TG(50:5)",203887788,212649756,235153836,161565220,191275018,191726724
"TG(50:9)",1007452,1160902,1060797,4154098,4327180,3403066
"TG(52:0)",202106728,239158416,273090168,158861384,116770728,129538156
"TG(52:1)",493806064,563064183,664757668,515785069,488265586,402574196
"TG(52:10)",2690442,3043702,1148071,4463088,2168375,27634432
"TG(52:11)",3369814,2822102,126479,15673834,6430209,11732643
"TG(52:12)",7366499,11237747,12843493,41888152,97761480,79007224
"TG(52:2)",8361577204,9948035628,10216640424,4995855412,4355700351,3529750214
"TG(52:3)",16977033250,21686334780,20665740890,7035850070,5535402188,4892869754
"TG(52:4)",2495461608,2840678432,2794284728,2085973312,2235434000,2364181232
"TG(52:5)",1365825792,1583875072,1449168768,1023933248,1066876608,864672576
"TG(52:6)",434939632,483769712,475215840,328106336,358215376,352082816
"TG(52:7)",69222000,80967208,61908684,49192560,45081736,27938664
"TG(54:0)",18931567,30513554,43450940,31685059,23211349,49048512
"TG(54:1)",64533460,72711880,86557264,98412088,87059184,69908784
"TG(54:12)",1360342,2589696,3154372,2477736,2934713,1365744
"TG(54:14)",3001929,4374678,3908586,5542468,6570998,5428530
"TG(54:15)",6469492,8192840,6150344,7392280,8637451,7168388
"TG(54:2)",4310059316,5209045148,6308885024,2001043656,1387401216,996882192
"TG(54:3)",60934842440,74754785636,73831818912,32359438396,23864876472,16958522880
"TG(54:4)",8914350080,11282144256,10786941952,5887178752,5505143808,5192642560
"TG(54:5)",5650737920,6167987712,6222547456,5676908224,5686143200,5757714176
"TG(54:6)",7471556608,7927423488,7817492224,6281218880,7236762976,8002856384
"TG(54:7)",2245444224,2265907488,2365891808,1595847820,1856120584,2051865896
"TG(54:8)",350504688,385877392,398214224,251414808,276013376,307036304
"TG(54:9)",23122437,22556491,25587372,17029072,17412248,18610235
"TG(56:1)",6845376,8559638,9193942,12988746,15051303,12043268
"TG(56:10)",25626671,29259694,28082150,21894102,21821214,16290333
"TG(56:15)",34638036,14249239,11297543,16738108,24962948,137448736
"TG(56:2)",261141084,333278260,408558532,210648334,140568955,82939771
"TG(56:3)",8282053360,10650471712,11860074152,5619684456,3458753484,2297507364
"TG(56:4)",1593939702,1872611860,1898595888,1120788193,840965217,473198811
"TG(56:5)",4998718976,6595537408,6096961536,3290705920,2475744000,1867262976
"TG(56:6)",13278399060,15371700900,14555046208,8491451438,6689639506,5377370344
"TG(56:7)",6218380128,7202035136,6304509754,2758669616,2328875112,2037943392
"TG(56:8)",1998502912,2503051908,2140151010,645995648,616296412,550067892
"TG(56:9)",173866880,200497196,180750628,80297722,100546762,107427774
"TG(58:1)",1011702,1598438,2114808,2184344,2862280,2835957
"TG(58:10)",603693988,531451008,370651964,372912538,416453289,363240919
"TG(58:11)",153809644,145214178,128319041,130961572,126300768,103672968
"TG(58:12)",187337728,145333264,162829824,64514504,137313456,171282192
"TG(58:14)",26550484,15778847,19481986,5616750,15407174,15711299
"TG(58:15)",10824043,4496902,6158160,3164207,2585182,22867810
"TG(58:2)",15703480,17044470,27050674,20303480,14568648,7663268
"TG(58:3)",645417376,794611527,1006499412,589391960,328071883,198017635
"TG(58:4)",233260624,302487296,337936128,169351824,103686632,73209192
"TG(58:5)",824188864,955697472,989757440,787704320,528010272,344299872
"TG(58:6)",6248021988,7998848196,7493935742,5701988644,4446456422,3191957688
"TG(58:7)",12364657664,14425201664,13370701824,6889136640,5497587712,4367838720
"TG(58:8)",11551547849,14431719401,12783558872,4549926028,3832145052,2875495138
"TG(58:9)",1074582982,1281150718,1056291006,647531596,687244704,604217808
"TG(60:10)",2368558032,2032585464,1354798052,1519079818,1659811324,1578699244
"TG(60:11)",1204098400,1270866136,1053217773,669036490,719620176,627943768
"TG(60:12)",249011876,268215606,263012858,142054885,162564164,135297796
"TG(60:14)",1657301,2809846,777698,3698714,3775717,2691666
"TG(60:15)",317118520,159293632,116549328,736903016,546681032,482870968
"TG(60:16)",61416424,61363060,52062540,668161344,584996224,505572928
"TG(60:2)",633500,9486,682611,2112698,1125158,272353
"TG(60:3)",24462776,34348840,47145316,26593552,21730324,9555190
"TG(60:4)",51318530,66919938,61235016,40259196,28525966,13925732
"TG(60:5)",64527656,73350976,89161520,80596560,53683192,32988052
"TG(60:6)",509193248,586322304,620856896,671425792,432367680,301142080
"TG(60:7)",1247580052,1416263416,1149306916,1119705798,937399448,695328528
"TG(60:8)",1088219904,1343540464,1113872448,901853760,746399256,623196480
"TG(60:9)",760839296,806298768,700268842,827593680,723286464,623829536
"TG(62:10)",380770422,410831730,336146110,499695810,473039273,375392011
"TG(62:11)",666836768,708287179,696681856,609510477,519270304,492510482
"TG(62:12)",674521367,760989002,684079445,330957355,350639584,297188032
"TG(62:13)",299519006,305749164,292676488,102002096,113839262,94298330
"TG(62:14)",549674240,603861632,675484864,80833736,239584464,111122144
"TG(62:15)",3762574490,4202094260,2122089956,1566190353,3184123141,5972161995
"TG(62:16)",706825840,660524192,399334468,123229188,562593304,1165320224
"TG(62:17)",5529071,3586508,3991570,5348683,7646664,40015696
"TG(62:3)",230609,299827,2130842,6451123,7364866,2135964
"TG(62:4)",127999,141215,52661,9100635,10243301,1066002
"TG(62:5)",2302147,2942930,3109545,9169841,9614369,2034348
"TG(62:6)",32422396,34272680,41573328,57790716,34033112,23918136
"TG(62:7)",88888296,91747617,83303072,99281245,71593593,52015382
"TG(62:8)",68721396,80939524,82593720,98329784,74217758,52218110
"TG(62:9)",125403200,161330400,145334080,288968192,242213152,195316112
"TG(64:10)",21594542,23864600,17338720,29968224,22754808,18065896
"TG(64:11)",23554870,20889938,28894502,35954580,29630868,22312430
"TG(64:12)",15896160,27220756,23614580,12116315,11680487,11233928
"TG(64:13)",5886204,7259945,8491746,6493656,6944114,5496210
"TG(64:14)",11780429,9615457,14247159,4595066,5660107,3405908
"TG(64:15)",154398655,132665430,58678762,81393020,64871481,68372042
"TG(64:16)",43615004,55196584,303466944,6308864,13211456,1187770
"TG(64:17)",765325376,846550208,1141446144,116301288,434485728,213528720
"TG(64:8)",2973508,3270793,2518773,3894877,2650388,2421800
"TG(64:9)",831157,NA,NA,12244305,8714779,6839142
"TG(66:13)",5637661,6725690,6561270,32437194,20818024,12454779
"TG(66:14)",8411515,5597582,1684158,6050044,6689826,18389056
"TG(66:15)",2679436,691001,NA,3042804,1392115,8947884
"TG(66:18)",32164828,28965982,15267316,25517318,22710340,35696352
"TG(68:13)",10105677,9009921,12102501,41935792,38885968,29622196
"TG(68:17)",30405638,21264454,36195176,3444067,11727810,13045546
"TG(68:18)",166707472,141659008,115212336,45617408,142580832,249545552
"TG(68:19)",3413962,1588144,1155698,1757530,316792,8374096
"TG(72:15)",376368,705952,493731,1506944,42029,4127216
"TG(74:19)",NA,NA,682371,1043678,NA,487006
