"subclass","OA_01","OA_02","OA_03","X2i_01","X2i_02","X2i_03"
"TG(54:1)",64533460,72711880,86557264,77363744,238591168,193099728
"TG(54:12)",1360342,2589696,3154372,3324039,2449312,3018029
"TG(54:14)",3001929,4374678,3908586,3977022,3450692,2767600
"TG(54:15)",6469492,8192840,6150344,7091229,6079059,6384626
"TG(54:2)",4310059316,5209045148,6308885024,5240639888,12845476432,11464414952
"TG(54:3)",60934842440,74754785636,73831818912,71207758064,102788926352,96979347056
"TG(54:4)",8914350080,11282144256,10786941952,10240373760,13903819776,13911367680
"TG(54:5)",5650737920,6167987712,6222547456,6183129472,7470031360,6963714304
"TG(54:6)",7471556608,7927423488,7817492224,8016164096,9209713920,8312354560
"TG(54:7)",2245444224,2265907488,2365891808,2416861344,2685859328,2452788928
"TG(54:8)",350504688,385877392,398214224,435696384,440347408,402720288
"TG(54:9)",23122437,22556491,25587372,23851026,29186278,23815294
"TG(56:1)",6845376,8559638,9193942,9419799,24359844,19175622
"TG(56:10)",25626671,29259694,28082150,37993934,47838413,37919596
"TG(56:15)",34638036,14249239,11297543,19791576,8348830,9154499
"TG(56:2)",261141084,333278260,408558532,331371328,1019644220,819154484
"TG(56:3)",8282053360,10650471712,11860074152,9733831864,21875081904,19185332472
"TG(56:4)",1593939702,1872611860,1898595888,1814263032,3085295688,2736987126
"TG(56:5)",4998718976,6595537408,6096961536,6041986048,9588381696,8642732032
"TG(56:6)",13278399060,15371700900,14555046208,15902589664,22603652800,20219605456
"TG(56:7)",6218380128,7202035136,6304509754,7289724008,10276608436,9016876680
"TG(56:8)",1998502912,2503051908,2140151010,2371432581,3379314369,2865589691
"TG(56:9)",173866880,200497196,180750628,182826110,210330427,196334604
"TG(58:1)",1011702,1598438,2114808,5599,5145752,4094123
"TG(58:10)",603693988,531451008,370651964,444489214,590615044,571970634
"TG(58:11)",153809644,145214178,128319041,175028286,235974336,173844578
"TG(58:12)",187337728,145333264,162829824,122943792,102301504,100027792
"TG(58:14)",26550484,15778847,19481986,13980375,13508624,12137865
"TG(58:15)",10824043,4496902,6158160,NA,2274291,1415964
"TG(58:2)",15703480,17044470,27050674,18339416,102257696,69192232
"TG(58:3)",645417376,794611527,1006499412,798722405,2623942122,1983314294
"TG(58:4)",233260624,302487296,337936128,275439200,686108160,600770688
"TG(58:5)",824188864,955697472,989757440,913710720,1825695744,1594293760
"TG(58:6)",6248021988,7998848196,7493935742,7503357412,11959671380,11046376208
"TG(58:7)",12364657664,14425201664,13370701824,13141909504,17499267072,16422376448
"TG(58:8)",11551547849,14431719401,12783558872,14548394705,18860391736,16762281442
"TG(58:9)",1074582982,1281150718,1056291006,1164041625,1567675894,1332915284
"TG(60:10)",2368558032,2032585464,1354798052,1485756892,2055715024,2068586144
"TG(60:11)",1204098400,1270866136,1053217773,1125893132,1469221106,1310163392
"TG(60:12)",249011876,268215606,263012858,262788408,324199864,283801820
"TG(60:14)",1657301,2809846,777698,657911,2294720,2805714
"TG(60:15)",317118520,159293632,116549328,135672152,176701846,198394920
"TG(60:16)",61416424,61363060,52062540,75196280,110229768,96713680
"TG(60:2)",633500,9486,682611,590876,9343090,8288530
"TG(60:3)",24462776,34348840,47145316,30764080,153317328,108187320
"TG(60:4)",51318530,66919938,61235016,52203436,149166073,124666092
"TG(60:5)",64527656,73350976,89161520,71109160,178936128,156490896
"TG(60:6)",509193248,586322304,620856896,558707264,1128280576,958860928
"TG(60:7)",1247580052,1416263416,1149306916,1047475794,1777823344,1671457192
"TG(60:8)",1088219904,1343540464,1113872448,1107413828,1674112032,1509371568
"TG(60:9)",760839296,806298768,700268842,701698368,951729620,868486800
"TG(62:10)",380770422,410831730,336146110,321931469,478699187,417404246
"TG(62:11)",666836768,708287179,696681856,638416057,807967167,722229882
"TG(62:12)",674521367,760989002,684079445,674064446,847855360,732176692
"TG(62:13)",299519006,305749164,292676488,337752422,352607564,332385410
"TG(62:14)",549674240,603861632,675484864,483605280,416701696,355611168
"TG(62:15)",3762574490,4202094260,2122089956,1935044312,4047982088,1871927705
"TG(62:16)",706825840,660524192,399334468,425195872,388565368,237121068
"TG(62:17)",5529071,3586508,3991570,799309,2265304,754765
"TG(62:3)",230609,299827,2130842,1510400,13928490,6680844
"TG(62:4)",127999,141215,52661,547284,1776932,1387083
"TG(62:5)",2302147,2942930,3109545,4355892,14010868,11170308
"TG(62:6)",32422396,34272680,41573328,31111558,95409680,74118456
"TG(62:7)",88888296,91747617,83303072,75348616,152207199,142988682
"TG(62:8)",68721396,80939524,82593720,67086352,140287492,113893116
"TG(62:9)",125403200,161330400,145334080,130815288,164564224,133275856
"TG(64:10)",21594542,23864600,17338720,13347058,16991260,12630968
"TG(64:11)",23554870,20889938,28894502,22491998,38010808,24469252
"TG(64:12)",15896160,27220756,23614580,14025469,19096576,16644433
"TG(64:13)",5886204,7259945,8491746,4765301,12669844,7532926
"TG(64:14)",11780429,9615457,14247159,7871270,10958023,8929159
"TG(64:15)",154398655,132665430,58678762,49601026,56740554,138260407
"TG(64:16)",43615004,55196584,303466944,173168640,66719544,54889408
"TG(64:17)",765325376,846550208,1141446144,772459520,770943872,593335680
"TG(64:8)",2973508,3270793,2518773,2978636,7202970,5819628
"TG(64:9)",831157,NA,NA,NA,NA,1765693
"TG(66:13)",5637661,6725690,6561270,7540415,13468828,11162446
"TG(66:14)",8411515,5597582,1684158,320093,2977183,3832310
"TG(66:15)",2679436,691001,NA,2277501,456738,1958413
"TG(66:18)",32164828,28965982,15267316,19212534,28515142,28271066
"TG(68:13)",10105677,9009921,12102501,8500804,19449042,15259504
"TG(68:17)",30405638,21264454,36195176,30968706,9203938,17681880
"TG(68:18)",166707472,141659008,115212336,126771480,101057824,72112448
"TG(68:19)",3413962,1588144,1155698,324711,588832,1630772
"TG(72:15)",376368,705952,493731,121748,1729464,1682396
