"subclass","1i_01","1i_02","1i_03","1i_2i_01","1i_2i_02","1i_2i_03","2i_01","2i_02","2i_03","OA_01","OA_02","OA_03"
"LPC(34:5)",176140187,196281666,229505074,177138469,226861544,196755494,219753202,205625138,198895537,230957760,253886018,244971619
"LPC(34:6)",31278299,34908921,38421754,31888973,44893192,36849679,36846317,38397703,35069695,48122846,49377151,46056572
"LPC(34:7)",20895364,23314218,23222038,19288308,15554361,16771851,23322232,20511200,21643928,21323984,16601170,20791590
"LPC(34:8)",11998675,13266067,12166804,12114755,9800731,9687857,1767586,2200559,2172291,1974598,1920369,1937092
"LPC(34:9)",19453484,25029450,22755766,21473206,21557800,23044208,2392192,2588630,3388072,1694989,2193224,2187348
"LPC(36:0)",423535788,469910036,560994768,431566268,571401928,528573200,448624648,447538152,391053976,476685380,469982288,467058560
"LPC(36:1)",1426104000,1610132352,1874882048,1462641664,1675258304,1441739392,1489977600,1446779136,1399448000,1311796416,1589200960,1471523264
"LPC(36:10)",NA,NA,NA,377705,9452955,36310820,8691517,11916743,9120748,60558136,56801252,38032888
"LPC(36:2)",8359575056,9660191080,11703242368,8944284192,9587697088,8604225812,8098176032,8404218896,7870869704,7824778704,8677125684,8183611612
"LPC(36:3)",538915768,615164576,708740968,625704960,647181920,574743688,558957392,626218768,502712776,493942544,581226272,537449024
"LPC(36:4)",7098089,10545526,8362855,9963099,23598941,28489866,15849622,17023118,15891976,27449623,26009658,28677692
"LPC(36:5)",4388470952,5030143344,5401599584,4150670744,5014971824,4333669144,5541123120,6273644064,5643961736,5693677288,6343935968,5733340320
"LPC(36:6)",560306902,618879760,615962804,597479198,655961654,605334844,733892218,783026722,678939422,767445718,817256172,733623552
"LPC(36:7)",127663508,157152428,171717056,116624092,130568748,118592840,130606532,135424024,119779464,119422880,142495160,128689268
"LPC(36:8)",101865010,109641410,98047118,99179649,81043572,78904515,91864964,91406262,91411194,95476998,94425644,88937342
"LPC(36:9)",22059708,24341014,13068099,20731230,21985084,16745993,19860434,22704026,22116836,19765566,19983244,23743608
"LPC(38:0)",210415782,249609276,297934291,239231751,308060515,274322528,207048707,213009580,197205199,210554564,216021532,223709400
"LPC(38:1)",287121502,317583930,347937886,347050494,437683086,371147090,268256848,278881560,262425356,265865402,293678280,260016832
"LPC(38:10)",24360540,28833234,22854244,21831456,15710904,12867575,29320548,24543700,21956762,21183212,27937236,20246238
"LPC(38:2)",251220568,286532624,378311328,357250496,425717760,361742432,287138480,290398432,242771880,230184416,255933416,280164640
"LPC(38:4)",2012814320,2183879072,2701664624,1721465552,1999801344,1728022304,1841160336,2024901616,1858608448,1735147440,1980727840,1861102384
"LPC(38:5)",5071508160,6115070592,6490227584,5594370880,6152088960,5357645952,5599109760,5994254336,5292967232,5368097088,5864655616,5764319424
"LPC(38:6)",3447657464,4285644864,4555886096,3764664176,4580276624,4466330144,4027194864,4591213912,4132820608,4012497144,4477975768,4208839720
"LPC(38:7)",1618037448,1817860224,2115127744,1617107972,1622632692,1568965704,1928642204,2007863408,1814825036,1778957608,1973968576,1798969420
"LPC(38:8)",35715495,46519655,43801211,36631300,28343834,27116736,32869102,26184071,30033686,34178754,31274012,32792623
"LPC(38:9)",4970388,5519228,1865979,5225305,5116786,3780381,3798309,5034634,5152494,3832157,4158014,5557721
"LPC(40:1)",353931760,405775856,444768944,430165424,501835456,447764912,414352832,411400688,423198432,424033056,474903552,426573392
"LPC(40:11)",6979286,9998996,7810022,8444401,3989924,4300206,6079218,5353188,5397232,4016535,4473310,937159
"LPC(40:2)",90187846,97386276,98702588,104145452,145918792,149719218,138991446,121818558,116146740,173315584,149571282,142738218
"LPC(40:3)",180853658,227628322,246294982,176342648,229088548,252340568,203866744,232254652,224360028,244168208,299594112,277999000
"LPC(40:4)",249897200,304515773,317540632,252028898,293030165,273022093,332663697,332245084,312716364,323689316,371732551,333499702
"LPC(40:5)",263823259,323277921,368314846,273945632,298688930,254842569,265536532,289971502,260967124,240436030,269870671,278853970
"LPC(40:6)",1498256536,1721828724,1996235456,1622799332,1748435448,1514872240,1336436290,1505022040,1282339182,1171832588,1295709100,1263447668
"LPC(40:7)",529915420,605875720,690795208,523199124,565817592,493195526,584051802,604863406,529872470,545224240,621810632,592124240
"LPC(40:8)",24586516,27908320,32136860,24016010,24555614,22749872,26380080,26551022,24451296,23189412,25061938,25747944
"LPC(40:9)",10194706,8563016,6160720,25108484,55973772,56478972,59693916,41298184,40559112,78752400,65168260,65784592
"LPC(42:0)",4545896,3778755,1997531,5867930,22595128,20049876,16884354,31486294,11815969,21022320,26490062,19082636
"LPC(42:11)",367312,405806,522359,488569,739996,439415,363356,161850,81511,123310,166865,163838
"LPC(42:2)",68143536,82414760,91717576,77345848,90506664,74479456,74772816,81486288,80327072,69797648,83198552,72373800
"LPC(42:4)",8849813,12933110,11554701,10904245,15644180,13779318,15601005,16560302,14387785,15395692,15567590,15376258
"LPC(42:5)",183099570,219419940,249127229,182119568,216316782,182767892,217546714,219477798,202303750,202159542,237372982,212307072
"LPC(42:6)",7648415,8142644,9277653,18236699,52248520,97225510,22724081,43207516,55240713,63895470,96476309,87696158
"LPC(42:7)",110417778,132678481,149270575,114010630,193783948,199505765,150377796,146576204,131497072,279668414,187684028,136648476
"LPC(42:8)",63211164,64484488,87661288,84529568,113922176,109333864,63132896,64346280,53415872,70981320,76776768,67513856
"LPC(44:0)",17973622,15943880,7837503,23188678,34165712,43527128,35889712,34066664,28040730,42936392,39838556,40965284
"LPC(44:1)",762806656,697868864,452725376,1121469952,1812809600,2013715456,1464317696,1416383744,1447931136,1815533952,1824855424,1778595968
"LPC(44:10)",3054672,762976,1051878,3814826,34003964,40233848,26931022,26431464,8454679,10497857,24433586,44073572
"LPC(44:2)",14285360,10498592,13648220,20550185,99130504,124594516,45393939,71475268,76625796,148985480,189686564,157868268
"LPC(44:3)",627630254,772014662,795666108,483025557,114875102,40454469,215593146,459127160,321347696,159020878,169610716,98964980
"LPC(44:4)",234715408,246873888,277069920,322223008,546090112,516870592,388236640,394701728,383845024,404751072,474668576,440642880
"LPC(44:5)",20055100,3238778,5194623,12828080,43319596,88477080,14127164,79241376,27257460,45058576,85294632,86329248
"LPC(44:6)",134787220,175613468,168862456,145313592,150311584,149620928,124619595,166469340,129295381,143313608,178808144,150577994
"LPC(44:7)",26846318,32104306,37598138,28593476,34605482,28169658,34841518,33395925,31399778,33106006,35940640,35682360
"LPC(44:8)",14646562,17651325,21421645,11665785,14294391,10292556,14763585,16072809,14808181,10779383,14459472,15272543
"LPC(44:9)",24923280,21633614,14802736,43671012,127377472,105972432,72507168,63531772,79405576,160882432,65607028,99837176
"LPC(8:0)",2571279,2915686,3127154,2484545,1536019,2074987,579131,982038,16712,2033926,2855835,2507357
"LPE(16:0)",6722719,7910428,9213978,4686876,10707024,7805062,13739575,11996446,14044904,10199259,11253073,13232446
"LPE(18:0)",35173956,44872240,49656392,26028672,47492228,36993520,60737872,58873804,68449928,57419456,56955988,67755048
"LPE(18:1)",NA,138952,97701,97383,1397252,249733,117564,111858,1038,74910,391888,578680
"LPE(18:5)",139022,266477,212139,273861,29343,93306,85952,137525,147480,132299,132205,65107
"LPE(20:0)",2893138,3895247,5273058,3202167,15664219,4713714,5797767,5810263,6325358,3785946,5762524,5212941
"LPE(20:1)",708826,896704,1730521,1177314,2108486,1661735,1066808,1640009,1938305,680991,1257659,1536710
"LPE(20:4)",11758259,15447028,13713172,13015872,25100714,19497232,23781712,18542108,18169498,37493144,21838350,28702154
"LPE(20:5)",345271,562227,884089,908092,1912459,2064632,1236407,1393365,1931973,1523866,1354720,1974938
"LPE(22:0)",350287,576430,705800,411816,426506,373098,550400,413456,498426,601962,281747,534920
"LPE(22:1)",93072,117182,666279,166828,1044971,616276,258708,NA,680522,407885,153680,351140
"LPE(22:4)",152404,139657,442734,238386,746749,397342,350190,404860,165769,275488,289781,298233
"LPE(22:5)",3627639,3277836,4673224,5205965,12699021,9929142,7471770,10091928,8092970,6714302,7196554,7230161
"LPE(22:6)",198915,188840,264138,NA,NA,5904,356479,469896,149744,382242,543383,243684
"LPE(24:6)",NA,NA,NA,596,1591452,NA,NA,NA,81,NA,NA,NA
"LPE(26:1)",3147938,4262516,4734984,3577317,4737962,4153797,3569266,3479766,4244817,3380817,3956318,4102690
"LPE(26:2)",1979162368,2067410560,2421228800,2170806784,2229773824,2193905408,2031054976,2167815424,2270162176,1968092416,2011234560,2020447360
"LPE(28:1)",4559106,4389422,5782288,4146237,6940475,4357067,4631362,3452212,4016356,4394558,5713482,7373966
"LPE(28:2)",1162288,906860,3358086,2534553,1510529,1539037,2253116,2055101,2423824,1149084,2743864,766658
"LPE(28:5)",1021932,695208,795403,1454219,1463060,1626051,1522232,1042558,1079279,1510563,1790624,1934148
"LPE(30:0)",941107,605793,1301857,701373,462511,221446,507363,277667,570597,289462,259975,698617
"LPE(30:1)",16169626,17192148,21983508,17825568,26443018,21767302,16356975,16235073,15427956,22421540,18492182,20190074
"LPE(30:2)",9829776,8428918,12676544,10560657,11852910,10288224,7106658,3884064,6500500,4600860,5814077,6765234
"LPE(30:5)",306575,329524,398078,1138627,3220318,3820566,1321441,3051528,3547852,3874654,5222565,5151474
"LPE(30:6)",51155,NA,176526,562904,1854742,2499959,782622,1846466,2133972,2707098,3280134,2919996
"LPE(30:7)",2450337,3172368,2609846,3688522,3688048,3173741,3285094,3030913,3397985,2210174,2770266,2811809
"LPE(30:8)",5719148,5357440,2962467,5260180,4554346,4834438,4555566,4916759,5387315,5423689,4779246,6917324
"LPE(32:0)",5244812,5603582,7163980,3801950,6162215,4893256,4991534,4114203,4881008,4387692,4737303,4687350
"LPE(32:1)",216514816,240075248,305528576,259932528,340659936,276602016,237293056,212604512,201682080,223960608,245913072,224883840
"LPE(32:2)",114625648,126433744,155503696,99167664,151390752,132113824,176669824,147461136,159912640,160402080,178794736,161632176
"LPE(32:5)",9083947,8749672,12558181,13709437,17679990,16374990,9163934,6268982,9206236,9908261,10575091,10082716
"LPE(32:6)",339914,442379,573744,336392,465239,204426,129402,10847,84957,45368,108833,31772
"LPE(32:9)",169852,171974,80618,186928,677119,870980,263806,693360,798694,274203,2261177,3414487
"LPE(34:0)",253563552,301139968,334346240,276787968,299913472,278808160,282580928,278982880,255540448,239680096,302173664,252858704
"LPE(34:1)",475308032,534087744,591851200,477090752,553745088,503794592,519468928,556687680,499573696,507657664,551998144,505811776
"LPE(34:2)",1630441216,1840021504,2218972416,1565456128,2185799424,1755139072,1956531840,1863780992,1879369472,2045813376,2163809280,2216497664
"LPE(34:3)",37040104,68245944,59629836,42151680,83398840,64039476,42500932,51921184,50080572,67650064,62510692,76612536
"LPE(34:4)",40165440,43726596,49974368,48862552,47409120,39577028,35640776,33591336,34362144,28252504,27957316,31174286
"LPE(34:5)",30802900,37377000,39325224,30290758,45534140,40050872,34953516,31440080,28748870,36254968,35836068,37418100
"LPE(34:6)",1490347,1465089,1910280,1672633,1023579,1406672,1291530,1364211,1047545,1120176,1434480,1655548
"LPE(34:7)",8764080,7716603,10391087,6085244,9687193,8411091,5265780,3667837,3664139,5785151,5454464,5410452
"LPE(34:8)",3921642,3700128,4587274,5046528,3921929,3375922,1488755,409795,1636743,NA,1328991,454374
"LPE(34:9)",2517114,7275312,7509468,5282434,3489668,10772821,NA,NA,184168,NA,NA,146750
"LPE(36:0)",26628078,28142270,33771440,27408516,31109808,31583084,31919242,29402978,29858370,29617852,30529060,30803152
"LPE(36:1)",945156352,926683584,1061787456,1028019456,526052352,915386112,883894848,972011520,854239232,873224192,957759360,845863872
"LPE(36:10)",2910643,2079508,3812104,1961132,1631015,1901288,782182,1086317,981063,711788,241104,280936
"LPE(36:2)",469867104,540358400,657558976,452583840,664225472,517072608,505544640,484536544,511838816,521215104,574990336,582371840
"LPE(36:3)",574827584,650624128,905485120,237504624,517765568,420077632,544365376,336712352,357599072,249168032,559393472,314001184
"LPE(36:4)",101416440,96766432,127224600,85711744,133789280,105493544,113010760,122865064,119740192,117957688,132317792,117871264
"LPE(36:5)",3255522304,3747647744,4094259200,3494816256,4804850176,4083348224,4154198528,4070430720,3764537856,4269342208,4708912640,4227982592
"LPE(36:6)",786966016,888219136,973788672,935729600,1249240704,1165230976,1199626880,1256998016,997790016,1283947392,1321319552,1361367808
"LPE(36:7)",25479640,28163566,29759734,22419902,30057822,24110370,27233350,26233530,21940028,27267778,29662844,28219458
"LPE(38:0)",3193924,2236474,2426512,5121854,11430962,12944584,4498807,8662465,11082744,18750614,15591358,16982474
"LPE(38:1)",142260384,200467712,217930464,192998448,201462848,158097056,121893296,90861640,119322048,115152168,118496816,149225136
"LPE(38:2)",363489216,437728448,524411296,457495872,533868960,442179584,404269760,430841248,396082976,370411648,415337376,407308864
"LPE(38:4)",50519232,67762208,77611184,52655136,65331080,53110260,75830848,82320296,70761608,73246776,89078344,89683568
"LPE(38:5)",1494073856,1724705664,1918528256,1489946752,1996188160,1671236352,1837870592,1868733440,1801283584,1940158976,2154557696,2117598592
"LPE(38:6)",4177728512,4839164928,5397490688,4507271680,6067358720,5119277056,5501044224,5469899776,5002205696,5522515968,6219538432,5685502976
"LPE(38:7)",2527993344,2766239488,3254555904,2158631680,2824893184,2632378368,2874659584,2656053760,2592788224,2919571712,3280616448,2934391040
"LPE(38:8)",20086164,25064584,26456720,22330674,20222136,20672830,22089516,19063108,17741060,23822902,18181862,21260644
"LPE(38:9)",69781912,67021544,67097912,61336544,57162292,54702376,76682272,80399728,80459272,80024512,75527736,90540064
"LPE(40:0)",335974,390577,486447,556356,827210,805646,732333,49516,314530,112280,327882,281028
"LPE(40:1)",8302880,11495866,11035220,8175578,14998084,12555631,9386780,7141462,7152845,8079624,8104623,8151887
"LPE(40:10)",227413904,251333904,180245600,212464896,146746432,173746288,205196944,166902528,157626112,171576688,184449744,134462704
"LPE(40:11)",31692,NA,NA,NA,4971,328555,169702,1324884,87802,91706,705730,124648
"LPE(40:2)",2613010,3760902,3904839,2679311,2858256,2476257,2187664,2109546,2273891,2057479,2281428,2585278
"LPE(40:3)",1508357,2108314,2818006,2177520,3132221,3129267,1332514,2415470,3885786,3379154,4759834,4674152
"LPE(40:4)",145942800,157981136,169826464,149507856,161774800,138884944,179052592,189884096,164360848,169186336,189944512,170202800
"LPE(40:5)",273935744,355665184,357749792,283519584,325357568,276750304,362142688,415232992,345558464,319090016,403067360,345529280
"LPE(40:6)",863685888,998799616,1124267776,764225728,1026202560,940615488,1041293632,1096175360,1047897216,1092636800,1218839552,1157047680
"LPE(40:7)",1450936704,1688839168,1922240000,1361752704,1776672000,1582241408,1978070912,2022097664,1782166784,1998773760,2230982400,2009842944
"LPE(40:8)",2428614144,2827495168,3073954048,1851267584,2475204864,2291496192,2852126720,2777959936,2535319552,2971117568,3297222656,3013660160
"LPE(40:9)",536358176,563643136,562241536,544034176,518481536,497929856,543912320,538913600,534517248,494197728,525981184,511596256
"LPE(42:1)",231355,262468,441826,457766,587022,454340,193951,197737,205911,69240,375299,221076
"LPE(42:11)",254519952,291507200,217401520,206411824,150140064,161459392,219514208,192340928,188866864,195523296,221342528,174237040
"LPE(42:2)",58867996,59476944,39058164,72429336,28354608,15091740,64709940,94655888,81647896,55866424,47887508,15658520
"LPE(42:3)",83983736,85034680,48251000,132894928,207719584,256852624,196379584,183500784,178384848,244216032,244689712,208410608
"LPE(42:4)",664028,485581,244664,700548,1795954,2601626,556766,1748752,2394144,3043739,3642962,3475103
"LPE(42:5)",24510182,29422334,33191472,26332438,42619376,29378010,26632102,30546622,32374790,33739400,36264492,34517780
"LPE(42:6)",118651736,133348360,166565360,136661312,155228624,121962104,132904544,149479056,124216408,124508328,157509952,122616632
"LPE(42:7)",93743064,111034288,117299728,90146024,97866088,84649032,97403272,105832928,95113208,87409056,96135072,98344456
"LPE(42:8)",30464306,35151288,39413528,25256784,30096814,26496710,28296218,25705730,26314188,26476278,31802778,29856222
"LPE(42:9)",90522120,46579196,45163868,88469752,22844494,76412680,83934344,84733776,78179704,88449528,24716394,90706048
"LPE(44:10)",67997504,72173840,81299864,63244420,64078460,48229736,61730016,69552128,62430164,49219944,61580488,56953908
"LPE(44:11)",1345859,652611,1742952,1591348,2253028,1770038,1619475,1174606,807633,2015024,1282730,782330
"LPE(44:12)",21033768,23251066,19618794,20521284,21956336,20145446,30987974,30033470,25867050,26110972,28166624,33438770
"LPE(44:2)",12089876,7965986,2861272,2287540,16503049,39474404,37182824,18920622,14573094,31042916,46461896,36428504
"LPE(44:4)",27316020,31858374,31473760,30178668,32108370,26111924,34323592,33197912,34283484,32970352,33724872,32607842
"LPE(44:5)",101684216,93329624,61211228,135876736,180781984,205606080,189879520,170655584,175540224,181621072,174964896,157073808
"LPE(44:6)",7530294,10128273,6639285,7496253,8845395,5487262,11451210,8835850,9383856,9220188,10253822,11235452
"LPE(44:7)",13308959,16071552,21374416,11589831,19497732,13675701,15905673,16757458,15031340,15963244,15985427,14915724
"LPE(44:8)",1981288,1625683,1954431,6117778,3163774,1542461,1388360,1660157,1411777,1811543,1420547,1326268
"LPE(44:9)",4157662,7745674,8551218,4529072,5563094,3115598,2861812,1669382,4368957,4362760,2133728,2407127
"LPG(10:0)",2983634,1457843,2923927,3278883,5194053,4756688,4908840,4709400,4691216,4819626,6171409,5309062
"LPG(14:1)",1842323,1783132,1959822,1958316,1901312,1907683,2015489,1788791,1800680,1717225,1870975,2188097
"LPG(16:1)",1457983,1700540,1650349,1585818,11083,1484653,1203172,1850237,1720156,1192418,1298744,997765
"LPG(18:1)",2259370,3883495,3192098,3223337,2835451,4614732,3345240,3822723,3221828,1317382,3566456,3009776
"LPG(18:3)",NA,NA,NA,NA,61920,433656,NA,43252,70441,188214,611450,306653
"LPG(20:1)",7734084,6864850,9990686,5921366,4640948,9927071,7963172,7864488,10152435,5263496,6979362,3311978
"LPG(20:4)",2628760,3348296,1972001,3184573,3476995,4064112,3558492,2552986,3119551,2539110,4083760,3187445
"LPG(22:0)",41348,22294,12674,87400,36407,16533,20893,37709,NA,15797,27122,43635
"LPG(22:1)",3017014,3185210,3097757,2966125,4598949,2372762,2454716,1935178,2736880,2950314,5022099,2387483
"LPG(22:3)",NA,246629,60114,191780,209993,424213,731707,359048,645996,615253,1004620,1245746
"LPG(22:4)",20142,26140,NA,68854,406524,634708,431913,558814,610229,935188,866975,956491
"LPG(22:6)",3011487,2620938,3512780,1950767,2962675,3053116,2133719,3630356,1429546,2750844,2914434,3139272
"LPG(26:1)",496550,546043,823786,32523,21703,11738,27709,11301,19642,22071,30474,28321
"LPG(26:2)",382581,495655,663622,396735,680640,588279,620730,512501,467659,663612,544955,618473
"LPG(4:0)",155669,472608,53798,740804,253328,169929,1120858,448208,780613,618494,670330,303887
"LPG(8:0)",3397997,3256492,3059927,3687152,4818826,3784614,4372530,4497290,4659928,5103488,5288070,5797686
"LPI(14:0)",6667966,6794824,6613686,8123768,10611522,9838910,8982568,12973630,9112488,11223136,11390704,9571992
"LPI(16:1)",618146,1181029,1421738,869517,945677,1026574,1872595,1883562,1720011,1647721,805982,1129022
"LPI(16:4)",1084597,1438078,1625734,1531406,1764377,1193769,1648094,1802616,1465804,1421391,1601617,1808250
"LPI(18:0)",724136,1043492,1717747,808799,2935339,1939886,1859612,2684368,2959328,1253064,1607794,3188965
"LPI(18:1)",858335,833276,684829,302417,791337,464049,1451162,1820871,1352513,689902,795555,1098747
"LPI(18:4)",8122752,9182376,8706177,7863537,6939228,8052561,13019336,12562700,11813752,10880017,6722891,6867288
"LPI(20:1)",153843,160350,340542,284076,394633,188090,879100,784146,831195,985576,905897,1021470
"LPI(20:3)",283423,306961,525410,291285,114333,488943,1094383,1162423,999233,1263372,1255799,1241996
"LPI(22:0)",422206,792022,354857,1063815,821057,911805,1929806,1497457,1401168,2106467,3526246,3748778
"LPI(22:1)",49344,102686,18719,198421,139223,197397,451680,314003,246316,447177,1057835,1265602
"LPI(26:0)",123639,511422,NA,NA,189180,137216,82832,NA,NA,211674,327508,491016
"LPI(6:0)",4028,83876,186087,134973,872074,1015877,184946,384422,564789,1219402,1312064,1004734
"LPI(8:0)",663842,126775,1610241,445692,1093757,2130672,1214218,1170129,1755533,1161412,1724305,1558222
"LPS(18:1)",487142,1005043,613182,511987,1111742,569245,535757,547316,482489,397984,980796,911975
"LPS(18:2)",148605,180329,213688,54502,617963,180662,479235,514676,470546,391806,259408,326654
"LPS(18:3)",10324719,12281665,13297787,14030224,12171518,13859792,11841008,17594292,12590311,12110425,12582604,13096440
"LPS(18:4)",419928,328178,326418,402013,235906,462749,383648,344935,386925,142788,235126,212305
"LPS(20:2)",1337220,1761833,2390068,1008052,1926901,1382722,2936014,3183470,2897532,2584087,2507295,3053092
"LPS(20:3)",2352220,2460830,2992274,2120325,3975529,3128753,3242818,3111294,4598236,3212830,2775443,4138482
"LPS(20:4)",23248356,40642764,32142154,32404704,37312904,37439616,29565378,33492682,36405152,30781150,33628128,37521328
"LPS(20:5)",1036678,1396761,2235252,1611127,1225731,956463,1276292,2219999,1180073,1343725,1211441,1365094
"LPS(22:6)",51665,173076,109545,6211,935290,418717,486976,706675,368599,335188,807143,378555
"LPS(26:0)",12771,78478,NA,265494,153749,424406,104642,1027408,644347,1118970,815813,831977
"LPS(26:2)",226935,180488,740218,421768,347397,1456197,127597,251597,245941,178833,115159,235713
"MG(16:2)",14704553,16983678,15310928,18922328,23824800,25143566,22557632,23738578,22702480,25450460,23086052,25204472
"MG(18:1)",12302716,11526300,10908943,13785979,13790648,11725970,15184559,11908419,13568688,15063899,14292707,12532818
"MG(18:2)",31081004,12408617,20485040,16391183,100432504,79178016,59126244,209981776,52004428,51096252,216165312,123562848
"MG(18:3)",7857197568,8469554688,8530318336,8058648064,8989822976,9017025536,9023740928,9121432576,8923457536,9364157440,8900473856,9185333248
"MG(18:4)",19948960,27015216,28759598,26299290,29838068,26861702,31115728,22476476,23317068,30650402,31020400,29881268
"MG(18:5)",5464282,2083644,3800458,10225831,21077102,47899284,24449260,27916196,34183612,69738688,39804808,57627696
"MG(20:2)",35979812,36809260,45586536,30825786,33730224,32144596,18956914,22637176,21971390,18875764,24211778,16114650
"MG(20:3)",720429056,789934080,800580288,346214656,746059072,643915328,689075904,692253440,742709504,608480640,540738048,672013760
"MG(20:4)",2282298,1933785,2435652,2924567,1788117,1830756,750779,1755305,2238194,1102103,2091142,1244429
"MG(22:2)",35833308,37843644,40894056,28227446,34181316,31203316,21348414,23369636,19980202,21309602,23236630,16114271
"MG(22:3)",680259520,677696832,811662528,682535808,824244672,755063104,270117952,335134400,337070048,290143008,357268032,225636032
"MG(26:4)",10076234,8212542,4432734,13577242,56560244,62931152,41410508,37590536,28834890,98569760,48458404,52145176
"PA(10:0)",595412.5,376004.5,709272,539054,710880.5,874349.5,1149456,1219315,891569,1698323,1282749,1384736.5
"PA(12:0)",843139,734396.5,821572.5,1103186,1497381,1642648.5,1359791.5,1253345.5,984410.5,1976363.5,1409997,1307707.5
"PA(14:0)",1522535,1136474.5,331504.5,2021988,1493387,900714.5,1652426,1466685,1166900,1485938.5,837027.5,1181663.5
"PA(14:1)",1204856.5,718931,1179458.5,1827949.5,3668370.5,7426780.5,2706463,3934204,5334290.5,4601071,5509087.5,6340101.5
"PA(16:0)",231500,124019,296398.5,30409.5,618486,82345.5,281305.5,28477.5,84416.5,108828.5,309407,272419.5
"PA(16:1)",9849029.5,8261686,3239010.5,13681109,12652489,14939838,13419752,15566614.5,15259376.5,17196202,16556668.5,16699694.5
"PA(16:2)",2830762,2880732,3682425,4806163.5,2321154,4740079,4332736,4269286.5,3708637,3309993,3946234,5260678
"PA(16:3)",187092,185065.5,678201,602749.5,1339680,2159720,521890.5,1416708.5,1842249,1539160.5,2306094,2081860
"PA(16:4)",NA,NA,NA,NA,446658.5,2158217,71584.5,467869,302360.5,853209.5,1089750.5,197512.5
"PA(18:0)",6298054,4145019,906294,3059630.5,6802659,5239909,8347629.5,8355640,7110255,9746462,6915197,7056966
"PA(18:1)",19940200.5,23023871,23046526.5,22054700,27222435.5,27021810,18017301.5,24942783,22345284,21586460.5,22402472,21537403.5
"PA(18:2)",4290285,4919735.5,5579081.5,5780060.5,17782455,24762004,6549385,7861544,19619613,21298621,22520917,19391221.5
"PA(18:3)",6436832,6742463.5,8235691,6282753,6067000,7263811,6909723.5,6324947,5016559,4473853.5,5218794.5,5526458.5
"PA(18:4)",4004918.5,3935644,3631285,7343733.5,7927596.5,6727169.5,7799014.5,8477381,7081349,8369141,7748565,8013155.5
"PA(2:0)",114221592.5,156766080.5,175466511,125185371,138122906,164787620.5,121491451.5,160882876.5,139455706,133769524,146169986,142640162.5
"PA(20:0)",4719419,5000947.5,3296250.5,7212840,8535642,7914167,6028188.5,8716229,7732429,10045470,7606858.5,7243352
"PA(20:1)",9480570.5,11274629,13260861,8895076,15188820.5,14719533.5,10274447,13868070.5,12478524.5,12898903,12090258,11004275.5
"PA(20:2)",991866.5,430610,335531,431591,461183,1473865.5,1535858.5,1676705,1612921,1361836,1620438,1320938
"PA(20:3)",24254568,26770980,34097380,29409874,33026872,30439770,32987798,31854994,31527986,30193030,31695034,30474402
"PA(20:4)",760528.5,495875.5,967670.5,348482,716949.5,513690,748134.5,418992,556165,501514,530923,636839
"PA(20:5)",1949123,1918892.5,3164334.5,3314088.5,6280744,4795183,3268118.5,4098654,3956335.5,4566292.5,5335880,5126805.5
"PA(22:0)",12899.5,NA,NA,15739.5,222531,132376,21235,147784.5,334232.5,346501.5,201522,354139
"PA(22:1)",22388201.5,22625434,27272186.5,26329756,25734372,27400491.5,23591899.5,27126224,26769914.5,22679743,27766575.5,27519608.5
"PA(22:2)",1654979,1272220.5,887871.5,1046411.5,2246915,2267677,1769955.5,1608790,1174408,1025143.5,1440410,1058830
"PA(22:3)",8735777.5,9414427.5,10099690,10867670,12152055.5,11086058,11847776.5,10513381,9199165.5,9521949,9038169,10684541.5
"PA(22:4)",79052596,118958958,123057943,91770175.5,99714231.5,121206585.5,82682736,118965494,99457935.5,107402950,105831089.5,102163986
"PA(22:5)",4794284.5,6153568,8757918,9198676,9957431.5,10190047.5,5752551.5,6771887.5,6776817,5125253.5,7618555.5,4950878
"PA(22:6)",2809964,2470402.5,3142604.5,3230130.5,4401057.5,5260382.5,4117420,4922691,5542337,6515557.5,6990002.5,6608750.5
"PA(24:0)",89794,136443,125397.5,42063,96190,86733.5,112087,27897,85006.5,8318,94331,17153.5
"PA(24:1)",16188752.5,13673992,21405515,18944860,20840969,19936462,17081261.5,18689828,19307163,17701012,18795461.5,18659274.5
"PA(24:2)",415059,324046.5,535346,281048.5,322424.5,409118,443037.5,211270.5,450999,380173,325043.5,234259
"PA(24:4)",1532141.5,1667680.5,2292602.5,5441587,6055190.5,4966448.5,1823240,2443782,1743937,2715651,2299561.5,2105921
"PA(26:1)",2501860.5,4362886,2680803,2045961.5,2333289,2190681,2381432.5,2544131.5,2532375.5,3591915,4123439.5,2684444.5
"PA(26:2)",10083270.5,6914697.5,3322344,12666776,9086379.5,6137054,10520071.5,9525750.5,7996253.5,9302896,7211720.5,8114497
"PA(26:4)",88877025,92801172,110206074,166467155,250436666.5,326889677.5,134082868,194352745,218906220,322489045.5,262970133.5,202472663.5
"PA(4:0)",700192.5,588774.5,815901.5,804213,1416872.5,1076730.5,1336060,1188460,1146022.5,1995689.5,1447361,1983179
"PA(6:0)",115779,131520,98513,152033.5,136231.5,168154.5,74532.5,53227,3531.5,29378,143601,297652
"PA(8:0)",178130,307016.5,835794,214730.5,447675.5,665260,346110,322591,917481,471279,677232,274259.5
"PC(14:0)",4654128067,4933611356,6197828819.5,7391507575.5,7678077742,7692584792,6629681522,6976440892.5,6261506486.5,6658994980.5,7005531116.5,6902366666.5
